PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.Log2Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.Log2Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.Log2Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.Log2Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.Log2Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.Log2Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.Log2Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.Log2Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.Log2Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.Log2Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.Log2Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.Log2Quantity	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
Q6WCQ1;Q6WCQ1-2;Q6WCQ1-3	MPRIP	Homo sapiens	Myosin phosphatase Rho-interacting protein;Isoform 2 of Myosin phosphatase Rho-interacting protein;Isoform 3 of Myosin phosphatase Rho-interacting protein	MPRIP_HUMAN	13	13	13	False	12,476609758400452	12,500615555900348	12,612555490935987	12,395481575993946	12,751159507307175	12,338042926383501	13,2625630103741	12,272184956201842	12,68312130464135	13,054447325401902	13,015802783105336	12,956171050026885	5699,4609375	5795,0908203125	6262,64111328125	5387,8037109375	6894,162109375	5177,5107421875	9827,1884765625	4946,474609375	6576,57763671875	8507,07421875	8282,2255859375	7946,8701171875
Q6YHK3	CD109	Homo sapiens	CD109 antigen	CD109_HUMAN	36	39	42	False	17,008171786033408	18,123446696113213	17,49595564037555	17,581782364086603	17,703494703264802	17,25086452002533	17,289116069911685	18,045728171129532	18,14867129885624	17,349452131348226	18,005418273044892	17,914713408080594	131816,53125	285562,4375	184844,890625	196175,09375	213443,5	155965,1875	160155,75	270586,09375	290599,21875	166995,78125	263130,375	247096,21875
Q6YP21;Q6YP21-3	KYAT3	Homo sapiens	Kynurenine--oxoglutarate transaminase 3;Isoform 3 of Kynurenine--oxoglutarate transaminase 3	KAT3_HUMAN	2	2	2	False	11,605886390621128	11,982490215353303	11,951849402414195	11,398514469520292	11,979648128952714	11,861815117896208	12,003476049935538	11,818320231171494	12,095184676819345	11,468677732547985	11,813105650331716	12,021795341200926	3116,87890625	4046,587890625	3961,55029296875	2699,571044921875	4038,6240234375	3721,878173828125	4105,880859375	3611,34423828125	4375,35595703125	2834,10546875	3598,314697265625	4158,349609375
Q6ZMM2;Q6ZMM2-2	ADAMTSL5	Homo sapiens	ADAMTS-like protein 5;Isoform 2 of ADAMTS-like protein 5	ATL5_HUMAN	1	1	1	False	12,505249684364928	12,277294921337527	11,806900914705944	12,320653759936587	11,663746036992167	12,516592503501144	12,785943497659872	12,48425180556477	11,979752344709315	NaN	12,079400144262795	NaN	5813,7353515625	4964,02587890625	3582,872314453125	5115,4794921875	3244,422607421875	5859,62451171875	7062,4033203125	5729,7314453125	4038,915771484375	NaN	4327,74609375	NaN
Q6ZMP0	THSD4	Homo sapiens	Thrombospondin type-1 domain-containing protein 4	THSD4_HUMAN	7	7	7	False	12,522396190564963	11,91968488134163	12,50448490917124	12,604908346664553	12,484023724851312	11,992639488144345	12,92969961019505	12,08471270780078	12,757226200253532	12,892389209960768	12,64157276552727	12,459828312434164	5883,244140625	3874,205810546875	5810,654296875	6229,533203125	5728,82568359375	4075,15576171875	7802,3857421875	4343,7119140625	6923,2138671875	7603,1904296875	6389,87841796875	5633,548828125
Q6ZMY3;Q6ZMY3-2;Q6ZMY3-3	SPOCD1	Homo sapiens	SPOC domain-containing protein 1;Isoform 2 of SPOC domain-containing protein 1;Isoform 3 of SPOC domain-containing protein 1	SPOC1_HUMAN	1	1	1	True	18,64704971377066	18,536763001940926	18,735616963995913	19,111571739887374	17,970484574483724	18,463135930564196	14,994989451701878	18,75089831327012	14,060773596189238	14,571045020600714	14,296707603365189	17,991190347080252	410507,6875	380295,9375	436498,4375	566443,1875	256835,40625	361374,6875	32654,392578125	441146,5	17088,919921875	24340,05859375	20125,08984375	260548,125
Q6ZNA1	ZNF836	Homo sapiens	Zinc finger protein 836	ZN836_HUMAN	1	1	1	False	12,317539584208554	13,676346984746901	12,424033366892063	13,236839600233818	12,609060574835874	12,377015074512837	12,66494503832381	13,448437982728898	11,570665372250648	13,379139699452935	12,76623751884345	12,933541007513444	5104,44921875	13091,5380859375	5495,49365234375	9653,521484375	6247,48828125	5319,279296875	6494,240234375	11178,4921875	3041,706787109375	10654,2373046875	6966,5927734375	7823,1884765625
Q6ZQQ6;Q6ZQQ6-2	WDR87	Homo sapiens	WD repeat-containing protein 87;Isoform 2 of WD repeat-containing protein 87	WDR87_HUMAN	1	1	1	False	13,499635098869947	13,701502444000543	13,218993581569585	14,061403497029962	13,425244721049935	13,564422818815325	13,841218515997811	13,433914193730663	13,479822194427973	13,780812367167359	13,38852108292186	14,263844990283443	11582,3076171875	13321,8095703125	9534,84375	17096,3828125	11000,2197265625	12114,294921875	14676,4814453125	11066,521484375	11424,33203125	14074,6591796875	10723,744140625	19671,849609375
Q6ZT12;Q6ZT12-4	UBR3	Homo sapiens	E3 ubiquitin-protein ligase UBR3;Isoform 4 of E3 ubiquitin-protein ligase UBR3	UBR3_HUMAN	1	1	1	False	NaN	8,490750763348913	NaN	NaN	NaN	NaN	NaN	9,779061847339703	NaN	NaN	NaN	NaN	NaN	359,72503662109375	NaN	NaN	NaN	NaN	NaN	878,5994873046875	NaN	NaN	NaN	NaN
Q6ZVM7;Q6ZVM7-2	TOM1L2	Homo sapiens	TOM1-like protein 2;Isoform 2 of TOM1-like protein 2	TM1L2_HUMAN	4	4	4	True	12,667067892937178	12,38487279036618	12,907174178592266	12,15962485376113	12,127152869913813	12,813271849221568	10,477946467349739	11,825128627388956	11,488114229550582	12,274864809414728	12,265955209577655	11,640488777530582	6503,80322265625	5348,330078125	7681,509765625	4575,21826171875	4473,39013671875	7197,45849609375	1426,18603515625	3628,42724609375	2872,5458984375	4955,67138671875	4925,1611328125	3192,53955078125
Q70E73	RAPH1	Homo sapiens	Ras-associated and pleckstrin homology domains-containing protein 1	RAPH1_HUMAN	3	3	3	True	11,99724375457188	11,322060171517329	12,081867139960854	11,268232864095244	12,252313024590713	11,970675195508822	11,780111893322774	10,898426465849525	11,61185995312002	10,698303011713092	11,312101462170808	11,357821916625037	4088,18212890625	2560,234375	4335,15283203125	2466,471435546875	4878,80810546875	4013,58349609375	3516,956787109375	1908,7685546875	3129,811279296875	1661,537353515625	2542,622314453125	2624,490966796875
Q70JA7	CHSY3	Homo sapiens	Chondroitin sulfate synthase 3	CHSS3_HUMAN	3	3	3	False	11,265654817378337	11,846460532124068	11,76737110049428	11,972538742135288	11,86728062525698	11,572361611068242	12,089773246419963	11,79707034713832	11,743890169222057	11,852412923337713	11,959142962196083	11,623377959016754	2462,06787109375	3682,476318359375	3486,034423828125	4018,771240234375	3736,0048828125	3045,28515625	4358,97509765625	3558,54150390625	3429,755859375	3697,701171875	3981,628662109375	3154,898681640625
Q70Z35	PREX2	Homo sapiens	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein	PREX2_HUMAN	1	1	1	False	12,16138010784574	13,439768882717766	13,333904238741352	11,542092889728803	11,288936037926206	12,945448837471236	11,941112190591328	12,774641801553118	11,957737864899423	11,95244852974695	12,702298261507925	12,374874849067215	4580,7880859375	11111,5224609375	10325,3583984375	2982,05859375	2502,121337890625	7888,02734375	3932,176025390625	7007,29443359375	3977,752685546875	3963,19580078125	6664,580078125	5311,39404296875
Q71UM5	RPS27L	Homo sapiens	40S ribosomal protein S27-like	RS27L_HUMAN	3	3	4	True	14,354923932264597	14,114059542814093	14,134047570832093	13,831972095201088	13,968994370251295	14,049175019820328	14,077135169116518	13,68530188135353	12,901917560177912	13,696258985986141	13,230911123055888	13,020357231973446	20953,794921875	17731,900390625	17979,279296875	14582,71875	16035,640625	16952,083984375	17283,828125	13173,05078125	7653,572265625	13273,4794921875	9613,93359375	8308,4130859375
Q75N90	FBN3	Homo sapiens	Fibrillin-3	FBN3_HUMAN	1	1	1	False	13,31857618337837	13,740121461245698	13,861005002943259	14,052912601999262	13,554614846438163	13,753209402731	14,050037274112126	14,047808382416708	13,95337419884424	13,74505324021021	13,910732658243708	14,139353839369674	10216,236328125	13683,232421875	14879,1552734375	16996,05859375	12032,216796875	13807,9296875	16962,21875	16936,033203125	15862,9580078125	13730,087890625	15400,9599609375	18045,529296875
Q76LX8;Q76LX8-2;Q76LX8-3	ADAMTS13	Homo sapiens	A disintegrin and metalloproteinase with thrombospondin motifs 13;Isoform 2 of A disintegrin and metalloproteinase with thrombospondin motifs 13;Isoform 3 of A disintegrin and metalloproteinase with thrombospondin motifs 13	ATS13_HUMAN	1	1	1	False	11,444212146125794	11,75874382546457	10,839908249274428	10,950253300991914	10,926090367356567	11,598706572987334	11,150416679084431	10,942521574787632	10,763833178860034	10,182704104417793	NaN	11,634717010887355	2786,44921875	3465,250244140625	1832,894775390625	1978,5849609375	1945,72265625	3101,40576171875	2273,0546875	1968,0096435546875	1738,748046875	1162,24951171875	NaN	3179,792724609375
Q76M96;Q76M96-2	CCDC80	Homo sapiens	Coiled-coil domain-containing protein 80;Isoform 2 of Coiled-coil domain-containing protein 80	CCD80_HUMAN	56	61	75	False	18,85477300291236	19,56187885986898	19,44794661441693	19,28194714278835	19,288500152064913	19,451348722838077	19,33382414112274	19,524052755913942	19,68800522825792	19,142239679356656	19,46765504914437	19,60131038047651	474080,65625	773948,9375	715179,875	637447,5625	640349,5625	716868,375	660786,25	753920,4375	844656,5	578613,1875	725016,875	795394,125
Q7KZF4	SND1	Homo sapiens	Staphylococcal nuclease domain-containing protein 1	SND1_HUMAN	29	29	29	False	15,109662981217253	14,852711799125089	14,952633995443655	15,00461893142723	15,3291289628248	15,10211123260406	14,682161247372836	14,844876214493292	14,62904883906379	15,076215719164969	15,014479237762862	14,630028439804684	35355,890625	29587,73828125	31709,642578125	32873,078125	41164,953125	35171,3046875	26288,810546875	29427,4765625	25338,59375	34545,6328125	33098,5234375	25355,8046875
Q7L1Q6;Q7L1Q6-2;Q7L1Q6-3;Q7L1Q6-4	BZW1	Homo sapiens	Basic leucine zipper and W2 domain-containing protein 1;Isoform 2 of Basic leucine zipper and W2 domain-containing protein 1;Isoform 3 of Basic leucine zipper and W2 domain-containing protein 1;Isoform 4 of Basic leucine zipper and W2 domain-containing protein 1	BZW1_HUMAN	4	4	4	True	12,262622649277708	12,080299023153836	11,820167176228562	12,263573671292008	11,353845038615251	10,827529076334708	10,76219800850736	11,72823390918657	11,317206677069095	11,624623573632197	11,887685084902206	9,99375591959935	4913,79736328125	4330,443359375	3615,970458984375	4917,03759765625	2617,266357421875	1817,2347412109375	1736,7784423828125	3392,737060546875	2551,6357421875	3157,623779296875	3789,2197265625	1019,57763671875
Q7L576	CYFIP1	Homo sapiens	Cytoplasmic FMR1-interacting protein 1	CYFP1_HUMAN	5	5	5	False	11,668631830638653	10,530240338592785	10,06402449690958	10,54078100074434	10,284670922069486	10,087990913430382	10,467256645461624	10,994882706408628	10,238630253596545	11,089240006355316	10,899917416244346	10,96010068126469	3255,4287109375	1478,829833984375	1070,4669189453125	1489,674072265625	1247,3675537109375	1088,3983154296875	1415,6575927734375	2040,74853515625	1208,1888427734375	2178,68212890625	1910,7421875	1992,1363525390625
Q7L9L4;Q7L9L4-2;Q9H8S9	MOB1B;MOB1B;MOB1A	Homo sapiens	MOB kinase activator 1B;Isoform 2 of MOB kinase activator 1B;MOB kinase activator 1A	MOB1B_HUMAN;MOB1B_HUMAN;MOB1A_HUMAN	4	4	4	False	12,459935346045336	12,473366988688841	12,145170302912213	10,903743138471429	12,686757082448457	12,107655448424758	11,9880376485925	12,151812455279895	12,593518896792148	12,024385234719121	12,053116674128107	12,175005508806782	5633,966796875	5686,66455078125	4529,607421875	1915,8157958984375	6593,17236328125	4413,3408203125	4062,177734375	4550,509765625	6180,54736328125	4165,8212890625	4249,61572265625	4624,255859375
Q7LGC8	CHST3	Homo sapiens	Carbohydrate sulfotransferase 3	CHST3_HUMAN	3	3	3	False	12,356147271371972	12,53513782844557	12,492818566622816	13,268966829562675	13,152135651582276	12,809733985486561	13,878939424938357	12,766855110367093	13,059848935862	13,450180750696429	13,056919463974731	13,546968975194812	5242,892578125	5935,43408203125	5763,85595703125	9870,90625	9103,05859375	7179,830078125	15065,275390625	6969,57568359375	8538,9853515625	11192,00390625	8521,6640625	11968,6181640625
Q7RTV0	PHF5A	Homo sapiens	PHD finger-like domain-containing protein 5A	PHF5A_HUMAN	4	4	4	False	14,976294732636447	14,160896537449972	14,615291856386197	14,383454210085494	14,499891981497989	14,567130046726396	14,472979080963919	13,473573722826016	14,363904677867437	14,556116478045958	13,657025084442946	14,485165488147848	32233,98046875	18317,01171875	25098,123046875	21372,294921875	23168,740234375	24274,09765625	22740,54296875	11374,958984375	21084,638671875	24089,494140625	12917,373046875	22933,4453125
Q7Z2W4	ZC3HAV1	Homo sapiens	Zinc finger CCCH-type antiviral protein 1	ZCCHV_HUMAN	6	6	6	True	13,652829221441603	12,310577559182668	12,460133387301418	13,004173136988092	12,498127424362606	12,418860548214706	12,4157944972576	11,740218964964837	12,34713999237773	12,203566667818508	11,919489948046591	10,59986279968688	12879,859375	5079,8759765625	5634,740234375	8215,73046875	5785,10498046875	5475,82470703125	5464,19970703125	3421,039306640625	5210,26123046875	4716,71484375	3873,682373046875	1551,9461669921875
Q7Z304	MAMDC2	Homo sapiens	MAM domain-containing protein 2	MAMC2_HUMAN	19	19	20	True	15,743452620077182	16,50331005038191	16,090717045799796	16,39208586641109	16,682977551021967	15,904631038826382	16,55159468306138	16,625762455373867	16,24484315861406	16,928337826121613	17,26815931847762	16,95146232632564	54859,453125	92894,7890625	69789,2421875	86002,1953125	105214,7578125	61343,84765625	96056,4375	101123,7578125	77657,796875	124720,390625	157846,125	126735,6015625
Q7Z3B1	NEGR1	Homo sapiens	Neuronal growth regulator 1	NEGR1_HUMAN	13	13	14	True	15,245403860768244	15,578356566069363	15,500957337133345	16,582220097586607	15,767617510098448	15,923707496125104	16,057351570391695	16,422850245268954	15,902451298093178	16,548353576734474	16,447215933549053	16,685616499326844	38843,9921875	48927,453125	46371,7109375	98117,3125	55786,078125	62160,37109375	68193,734375	87855,8203125	61251,234375	95840,8828125	89352,21875	105407,390625
Q7Z417	NUFIP2	Homo sapiens	Nuclear fragile X mental retardation-interacting protein 2	NUFP2_HUMAN	7	7	7	False	11,396337324900902	9,820315421911873	10,656128478810228	10,328676296769245	10,542714385589733	10,706500655307067	10,316414540638835	9,91984479062365	10,500855370339973	10,430908451992297	10,09249214486667	10,614249053583084	2695,500244140625	904,0855102539062	1613,66845703125	1286,001220703125	1491,6717529296875	1671,00537109375	1275,1175537109375	968,6588134765625	1449,0135498046875	1380,4361572265625	1091,7994384765625	1567,499267578125
Q7Z422;Q7Z422-2;Q7Z422-3;Q7Z422-4;Q7Z422-5	SZRD1	Homo sapiens	SUZ domain-containing protein 1;Isoform 2 of SUZ domain-containing protein 1;Isoform 3 of SUZ domain-containing protein 1;Isoform 4 of SUZ domain-containing protein 1;Isoform 5 of SUZ domain-containing protein 1	SZRD1_HUMAN	1	1	1	False	10,748332707101095	10,254621383546608	10,989006710687962	10,279299698118747	10,828877835952749	10,50434548490284	10,694747041537939	9,147281796409265	10,951851891885209	10,711704148412167	9,330189830035076	9,644331499032814	1720,166748046875	1221,6551513671875	2032,45361328125	1242,732177734375	1818,9344482421875	1452,523193359375	1657,447021484375	567,0302124023438	1980,778564453125	1677,043212890625	643,675537109375	800,2636108398438
Q7Z434;Q7Z434-4	MAVS	Homo sapiens	Mitochondrial antiviral-signaling protein;Isoform 4 of Mitochondrial antiviral-signaling protein	MAVS_HUMAN	1	1	1	False	NaN	13,639950064895562	13,120622167359395	12,73962889982292	12,927708348041154	13,479370145146815	13,581050213653802	13,371405768328355	13,071996486538415	13,421703643655322	12,96115264339834	12,657519190377462	NaN	12765,390625	8906,3720703125	6839,28076171875	7791,6240234375	11420,7529296875	12254,72265625	10597,275390625	8611,1875	10973,2529296875	7974,35791015625	6460,89892578125
Q7Z4G1;Q7Z4G1-2	COMMD6	Homo sapiens	COMM domain-containing protein 6;Isoform 2 of COMM domain-containing protein 6	COMD6_HUMAN	1	1	1	False	9,230862762121513	NaN	10,581297370334473	NaN	10,18544607528964	9,873315215844901	9,885175581332652	NaN	9,629293468057794	8,444227820231967	NaN	NaN	600,8507080078125	NaN	1532,102783203125	NaN	1164,4605712890625	937,9161987304688	945,6585693359375	NaN	791,96533203125	348,3099365234375	NaN	NaN
Q7Z4H3;Q7Z4H3-2	HDDC2	Homo sapiens	5'-deoxynucleotidase HDDC2;Isoform 2 of 5'-deoxynucleotidase HDDC2	HDDC2_HUMAN	1	1	1	False	NaN	11,394522225444991	11,91713712528637	11,763150554648458	12,066207140065512	11,825663785831889	11,870607415196968	10,658741786582135	11,827479844651222	11,45164302042088	11,246042076238881	12,368059322671924	NaN	2692,111083984375	3867,3701171875	3475,85107421875	4288,3505859375	3629,7734375	3744,6298828125	1616,5941162109375	3634,345458984375	2800,83837890625	2428,82373046875	5286,361328125
Q7Z4H8;Q7Z4H8-2	POGLUT3	Homo sapiens	Protein O-glucosyltransferase 3;Isoform 2 of Protein O-glucosyltransferase 3	PLGT3_HUMAN	6	6	6	False	13,119854909384848	13,126670132513995	13,468531324176551	12,494970911947743	13,99174732913251	13,506551535806636	13,835573969521825	13,012796035831132	14,292695853621227	13,34910571541665	13,681624472691379	13,76207125229102	8901,63671875	8943,787109375	11335,271484375	5772,46142578125	16290,5458984375	11637,9677734375	14619,171875	8264,982421875	20069,205078125	10434,73046875	13139,515625	13893,0068359375
Q7Z5L7;Q7Z5L7-2;Q7Z5L7-3;Q7Z5L7-4	PODN	Homo sapiens	Podocan;Isoform 2 of Podocan;Isoform 3 of Podocan;Isoform 4 of Podocan	PODN_HUMAN	1	1	1	False	9,124537856545357	11,39245644357949	NaN	10,701853516330855	8,16599431962678	NaN	NaN	NaN	NaN	10,552128354182857	8,360633191484776	NaN	558,1611328125	2688,259033203125	NaN	1665,6314697265625	287,2164001464844	NaN	NaN	NaN	NaN	1501,4371337890625	328,7012634277344	NaN
Q7Z5R6	APBB1IP	Homo sapiens	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein	AB1IP_HUMAN	5	5	5	False	12,996451593315214	11,858798878788726	12,044139437478453	12,918167907335969	11,777101373588966	12,69349291290559	12,203507225329714	12,259759351974862	12,096988863334758	12,592788688627703	12,33556141138258	12,133048587092016	8171,8759765625	3714,10498046875	4223,25439453125	7740,2685546875	3509,62548828125	6624,02734375	4716,5205078125	4904,0546875	4380,8310546875	6177,419921875	5168,61279296875	4491,70849609375
Q7Z6J4	FGD2	Homo sapiens	FYVE, RhoGEF and PH domain-containing protein 2	FGD2_HUMAN	1	1	1	False	12,416838237224882	12,619869352664892	12,127444639025912	12,84002095036299	12,732569700186085	13,238132821658834	12,943910183733271	12,43940392148541	12,35530646321696	12,71522595072917	12,405295096849127	13,483066376272987	5468,154296875	6294,470703125	4474,294921875	7332,15185546875	6805,8974609375	9662,1787109375	7879,619140625	5554,35595703125	5239,837890625	6724,568359375	5424,57763671875	11450,05078125
Q7Z6Z7;Q7Z6Z7-2;Q7Z6Z7-3	HUWE1	Homo sapiens	E3 ubiquitin-protein ligase HUWE1;Isoform 2 of E3 ubiquitin-protein ligase HUWE1;Isoform 3 of E3 ubiquitin-protein ligase HUWE1	HUWE1_HUMAN	22	22	22	True	13,651926719912932	12,844649166701132	12,174534865944825	12,648539057403989	12,30584355220511	12,405953731206322	12,378221948931344	12,513281710381577	10,692123266773613	12,245023988549866	11,917564476639756	11,968145662368313	12871,8046875	7355,71142578125	4622,74755859375	6420,8076171875	5063,234375	5427,0546875	5323,73095703125	5846,19287109375	1654,4354248046875	4854,220703125	3868,515869140625	4006,552490234375
Q7Z739	YTHDF3	Homo sapiens	YTH domain-containing family protein 3	YTHD3_HUMAN	6	6	6	False	11,494777473887392	11,877003884119192	11,914027483678323	11,209448754627267	11,801233621802952	11,481826278990155	11,322338868559095	11,078737831014866	12,031743936284192	10,693298392371414	10,919069533480883	11,805304611942649	2885,84375	3761,269287109375	3859,043212890625	2367,992431640625	3568,825439453125	2860,05322265625	2560,72900390625	2162,8798828125	4187,1240234375	1655,7835693359375	1936,27685546875	3578,91015625
Q7Z794	KRT77	Homo sapiens	Keratin, type II cytoskeletal 1b	K2C1B_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9,163822705076345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	573,5687866210938	NaN	NaN	NaN
Q7Z7B1	PIGW	Homo sapiens	Phosphatidylinositol-glycan biosynthesis class W protein	PIGW_HUMAN	1	1	1	False	10,846785888982248	9,989537425321071	NaN	10,125332271447396	9,989158598528418	9,163140908718129	10,165037929560665	NaN	9,896390428570582	10,763796614275293	10,858213544371617	10,131963219288032	1841,6534423828125	1016,6007080078125	NaN	1116,9371337890625	1016,3338012695312	573,2977905273438	1148,104248046875	NaN	953,038330078125	1738,7039794921875	1856,2991943359375	1122,0826416015625
Q7Z7G0	ABI3BP	Homo sapiens	Target of Nesh-SH3	TARSH_HUMAN	15	15	17	False	16,66018929595946	16,94503395571103	16,238112990805178	17,17167067711244	16,317189146247358	16,162337234546847	16,509968857507072	16,98573442586227	16,317135448152833	16,518225842004718	16,676680776391	16,150398859185813	103565,8828125	126172,1484375	77296,3671875	147634,53125	81651,3515625	73341,25	93324,5390625	129782,328125	81648,3125	93860,1953125	104756,5390625	72736,8515625
Q7Z7H5;Q7Z7H5-2;Q7Z7H5-3	TMED4	Homo sapiens	Transmembrane emp24 domain-containing protein 4;Isoform 2 of Transmembrane emp24 domain-containing protein 4;Isoform 3 of Transmembrane emp24 domain-containing protein 4	TMED4_HUMAN	1	1	1	False	12,076793420036038	12,776645373229039	12,653076085499064	12,859034614868975	11,980059366787776	12,888013916191305	11,949100451668121	13,102043453368887	11,99583217738332	12,208614813461276	12,704521094067099	12,591426470023382	4319,93359375	7017,03271484375	6441,03173828125	7429,423828125	4039,775390625	7580,1669921875	3954,009033203125	8792,4130859375	4084,18408203125	4733,248046875	6674,8564453125	6171,58984375
Q7Z7L8	C11orf96	Homo sapiens	Uncharacterized protein C11orf96	CK096_HUMAN	1	1	1	False	11,254708163496337	9,63739633446953	11,06793158541707	NaN	10,691729783785306	11,16889212439465	10,071383470870796	NaN	10,768839338445565	10,372954174982658	10,429848162794702	NaN	2443,457275390625	796,4259033203125	2146,73974609375	NaN	1653,9842529296875	2302,35107421875	1075,941162109375	NaN	1744,7919921875	1326,0819091796875	1379,4219970703125	NaN
Q7Z7M0	MEGF8	Homo sapiens	Multiple epidermal growth factor-like domains protein 8	MEGF8_HUMAN	6	6	6	True	11,956808701386866	13,049552953031167	12,313624033935948	11,937393757062072	12,203736916670318	11,360433735097162	12,106354468371066	12,337173526982642	12,867318429960653	11,396243370257753	12,386583377391695	12,548934647521525	3975,191650390625	8478,2626953125	5090,6142578125	3922,05419921875	4717,271484375	2629,24658203125	4409,36279296875	5174,3916015625	7472,20556640625	2695,32470703125	5354,67529296875	5992,46826171875
Q7Z7M9	GALNT5	Homo sapiens	Polypeptide N-acetylgalactosaminyltransferase 5	GALT5_HUMAN	18	18	18	True	13,224841781642887	14,291246313705924	14,205886446129941	13,786824876332645	15,2266328282222	14,176042087915246	14,74898379772321	14,444896339279719	15,567853862890555	14,747158138168281	15,530541479596906	15,545788284963043	9573,5732421875	20049,05078125	18897,220703125	14133,4384765625	38341,86328125	18510,318359375	27535,091796875	22302,16796875	48572,55859375	27500,26953125	47332,43359375	47835,30859375
Q86SF2	GALNT7	Homo sapiens	N-acetylgalactosaminyltransferase 7	GALT7_HUMAN	3	3	3	False	12,263571665576212	12,775442197709973	12,65812102725856	12,434830663854617	12,813996323179332	12,625020622938646	12,6570220305144	13,025923056935609	13,221747440518294	12,75154344617632	12,905566593224075	11,40854639580992	4917,03076171875	7011,18310546875	6463,5947265625	5536,77685546875	7201,07373046875	6316,98583984375	6458,6728515625	8340,5283203125	9553,0615234375	6895,9970703125	7672,955078125	2718,408203125
Q86SR1	GALNT10	Homo sapiens	Polypeptide N-acetylgalactosaminyltransferase 10	GLT10_HUMAN	21	21	22	False	13,946115167406056	15,086080004749414	14,920585560233016	14,604138852434033	14,72219612196532	14,675675401314352	14,496905086101059	14,8243584428498	15,05773298602534	14,400638176351453	14,923166691986454	15,029995370193005	15783,3427734375	34782,64453125	31013,001953125	24904,845703125	27028,54296875	26170,890625	23120,822265625	29011,92578125	34105,8828125	21628,3828125	31068,537109375	33456,41796875
Q86SR1-3	GALNT10	Homo sapiens	Isoform 3 of Polypeptide N-acetylgalactosaminyltransferase 10	GLT10_HUMAN	1	1	1	False	11,530711372070993	11,857405295858701	11,692105702857164	12,28055585433584	NaN	NaN	12,424984571965789	NaN	12,25109286402854	NaN	12,299346244322356	NaN	2958,62548828125	3710,51904296875	3308,83056640625	4975,2587890625	NaN	NaN	5499,1181640625	NaN	4874,68359375	NaN	5040,48291015625	NaN
Q86SX6	GLRX5	Homo sapiens	Glutaredoxin-related protein 5, mitochondrial	GLRX5_HUMAN	1	1	1	False	11,95687028030512	11,33365342420391	12,03063733525894	12,166101772297427	12,293757466378786	12,237586498618418	12,406331794025064	11,73110177751398	11,324329174901473	12,175824082882148	11,768427869520451	11,296266496623495	3975,361328125	2580,890869140625	4183,91357421875	4595,8046875	5020,99462890625	4829,26025390625	5428,47705078125	3399,488037109375	2564,26416015625	4626,88037109375	3488,5888671875	2514,8671875
Q86TI2;Q86TI2-4	DPP9	Homo sapiens	Dipeptidyl peptidase 9;Isoform 3 of Dipeptidyl peptidase 9	DPP9_HUMAN	5	5	5	False	11,996628385014489	11,96364313333241	11,496892898923537	10,783127137439939	11,387498718371264	11,52839973853715	11,501932159847339	11,181833025457854	11,473805071381927	10,918220783109192	10,865466060644556	11,338756917289093	4086,438720703125	3994,06787109375	2890,078369140625	1762,157470703125	2679,036865234375	2953,888671875	2900,19091796875	2323,095947265625	2844,19580078125	1935,1380615234375	1865,6544189453125	2590,036865234375
