PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.Log2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.Log2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.Log2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.Log2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.Log2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.Log2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.Log2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.Log2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.Log2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.Log2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.Log2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.Log2Quantity	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
P26572	MGAT1	Homo sapiens	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	MGAT1_HUMAN	9	9	10	False	14,503069794201535	15,021063330368316	15,419084502878956	14,8796467189434	14,819982578345655	15,358463409289483	15,067670194608446	15,7431529353331	15,122068230554985	15,467493113744146	15,230573881688235	15,353024970380963	23219,830078125	33249,921875	43813,3984375	30145,326171875	28924,0625	42010,53125	34341,61328125	54848,05859375	35661,21484375	45308,46875	38446,74609375	41852,46484375
P26583	HMGB2	Homo sapiens	High mobility group protein B2	HMGB2_HUMAN	1	1	1	False	NaN	NaN	NaN	11,528242572199344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2953,56689453125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P26599;P26599-2;P26599-3	PTBP1	Homo sapiens	Polypyrimidine tract-binding protein 1;Isoform 2 of Polypyrimidine tract-binding protein 1;Isoform 3 of Polypyrimidine tract-binding protein 1	PTBP1_HUMAN	12	13	13	True	16,1316753453086	15,519109385505688	15,397977474210467	15,542634219044148	15,4819059559517	15,43455009569161	14,926541315569658	14,797587419138328	15,03492117689601	15,07456876901378	14,099338499166583	14,914218228398319	71798,9609375	46958,84765625	43177,0625	47730,84375	45763,37890625	44285,6015625	31141,294921875	28478,537109375	33570,84375	34506,21875	17551,88671875	30876,427734375
P26639	TARS1	Homo sapiens	Threonine--tRNA ligase 1, cytoplasmic	SYTC_HUMAN	8	8	8	False	12,535321302211072	12,800483947352184	12,272040684896023	12,504372158413874	12,732088324012736	11,867502348437709	12,89633443666043	12,285239505279474	12,52857834838368	12,919796156077487	13,314401383610658	12,608260237272843	5936,18896484375	7133,94287109375	4945,97998046875	5810,2001953125	6803,626953125	3736,5791015625	7624,0107421875	4991,43701171875	5908,5087890625	7749,00927734375	10186,7158203125	6244,0234375
P26640	VARS1	Homo sapiens	Valine--tRNA ligase	SYVC_HUMAN	10	10	11	False	12,203742143290885	12,539890879385723	12,216121345668046	12,56173065868762	12,162589861712851	12,231379700515886	12,011212579495735	11,774516636695113	12,358751525245676	12,263393718834386	11,95860882182175	12,15920045328745	4717,28857421875	5955,02099609375	4757,93994140625	6045,85498046875	4584,630859375	4808,5283203125	4127,9580078125	3503,34326171875	5252,365234375	4916,42431640625	3980,15478515625	4573,87255859375
P26641;P26641-2	EEF1G	Homo sapiens	Elongation factor 1-gamma;Isoform 2 of Elongation factor 1-gamma	EF1G_HUMAN	18	19	22	False	16,186284897649056	16,348911545717435	15,513034552588628	16,564993269518276	16,005236986100154	15,97899074212265	16,42289501791061	16,002275598639695	15,99406463896766	16,55969216389481	16,507495366907328	16,298795777684635	74568,8203125	83466,609375	46761,53125	96952,6875	65774,328125	64588,546875	87858,546875	65639,453125	65266,93359375	96597,09375	93164,671875	80616,9609375
P26885	FKBP2	Homo sapiens	Peptidyl-prolyl cis-trans isomerase FKBP2	FKBP2_HUMAN	4	4	4	True	17,38806131223196	16,764246162644657	16,935149938942647	16,6342961404522	16,95789706470704	16,65186170224739	16,745078482722285	16,483916496012437	17,11714115539207	16,16649917034028	16,422707964241535	16,1032373759634	171525,234375	111311,734375	125310,6875	101723,6875	127302,1328125	102969,796875	109842,625	91654,3984375	142158,53125	73553,1328125	87847,15625	70397,5390625
P26927	MST1	Homo sapiens	Hepatocyte growth factor-like protein	HGFL_HUMAN	4	4	5	False	12,784471205509547	13,420083192672072	13,689900745059926	13,490048060694736	13,611690687111677	13,455103803912532	12,73535283726895	13,868294409940948	13,307905356011991	12,910677220217567	13,698224681246352	12,612635464163874	7055,19970703125	10960,9345703125	13215,109375	11505,595703125	12517,7763671875	11230,2607421875	6819,03955078125	14954,5244140625	10140,951171875	7700,18408203125	13291,5771484375	6262,98828125
P26992	CNTFR	Homo sapiens	Ciliary neurotrophic factor receptor subunit alpha	CNTFR_HUMAN	2	2	2	True	10,930500850494651	11,165330112109217	11,06390587512221	12,516960688744133	10,907329153496978	12,140878126182892	10,123109743669199	9,21781958297526	NaN	11,380351008509136	10,140508556121283	10,809246571551315	1951,6800537109375	2296,673583984375	2140,7578125	5861,1201171875	1920,583740234375	4516,1513671875	1115,2177734375	595,4429931640625	NaN	2665,796630859375	1128,7486572265625	1794,3511962890625
P27105;P27105-2	STOM	Homo sapiens	Stomatin;Isoform 2 of Stomatin	STOM_HUMAN	1	1	1	False	NaN	10,695314644532965	NaN	11,315821361744394	NaN	NaN	10,910113662366706	NaN	11,004674474621451	11,152694573135143	10,7563296009575	NaN	NaN	1658,0992431640625	NaN	2549,186767578125	NaN	NaN	1924,294189453125	NaN	2054,646484375	2276,646484375	1729,7281494140625	NaN
P27144	AK4	Homo sapiens	Adenylate kinase 4, mitochondrial	KAD4_HUMAN	6	6	6	False	12,416777687691946	12,155570397924418	11,549703483427486	12,616484006834476	12,569576585663409	11,726861847285077	12,911417407476831	12,804538046311103	10,413483315132309	13,773710294639022	12,924661116958674	13,037808665890065	5467,9248046875	4562,37841796875	2997,831298828125	6279,7177734375	6078,82421875	3389,511962890625	7704,1357421875	7154,01806640625	1363,86328125	14005,54296875	7775,18408203125	8409,525390625
P27216;P27216-2	ANXA13	Homo sapiens	Annexin A13;Isoform B of Annexin A13	ANX13_HUMAN	1	1	1	True	13,035600050086641	12,750043072682741	12,575015783653772	13,37999356398743	13,115217209141113	13,357204440348728	13,797298970245967	12,924751534113883	12,592139684573304	13,346862529934423	13,69093748857508	13,733480045403281	8396,6611328125	6888,8291015625	6101,78564453125	10660,544921875	8873,0673828125	10493,4716796875	14236,421875	7775,67138671875	6174,6416015625	10418,5185546875	13224,609375	13620,38671875
P27348	YWHAQ	Homo sapiens	14-3-3 protein theta	1433T_HUMAN	11	12	13	False	17,46373988018089	17,535782968975433	17,159993561955833	17,834803557166758	17,64296138241519	17,41523965072147	17,474373501175457	17,30167592228315	16,454089151065435	17,87270972619484	17,479492514622592	17,65326473247703	180763	190018,84375	146444,40625	233781,875	204673,015625	174787,15625	182100,265625	161556,125	89778,921875	240005,796875	182747,546875	206139,96875
P27361;P27361-2	MAPK3	Homo sapiens	Mitogen-activated protein kinase 3;Isoform 2 of Mitogen-activated protein kinase 3	MK03_HUMAN	4	4	4	True	11,683286035960418	11,38814173997099	11,614513728445939	11,687719425894509	11,114400204114864	11,32182613996945	12,420440351825487	11,860479576602732	11,74582550215298	12,179855041378831	11,999964313158571	12,373396214916077	3288,664306640625	2680,231201171875	3135,57373046875	3298,785888671875	2217,010986328125	2559,819091796875	5481,82421875	3718,434326171875	3434,35986328125	4639,826171875	4095,898681640625	5305,953125
P27469	G0S2	Homo sapiens	G0/G1 switch protein 2	G0S2_HUMAN	1	1	1	True	9,473925808705063	8,921900758846851	10,19035761603041	10,476719756265343	10,336714390329222	11,053973760188896	10,141238089065082	11,13579225120706	10,939165869938613	10,958485986693466	10,060184494756346	10,872395612855177	711,1084594726562	485,0201110839844	1168,431640625	1424,973876953125	1293,186279296875	2126,070556640625	1129,319580078125	2250,12939453125	1963,4373779296875	1989,907958984375	1067,6214599609375	1874,6370849609375
P27487	DPP4	Homo sapiens	Dipeptidyl peptidase 4	DPP4_HUMAN	8	8	8	False	10,812478072008718	11,323118961473236	11,161742986789378	11,701847595337195	11,410850100025236	11,578956420721418	11,20713470184653	11,643608403410852	10,72800404219991	12,250773027761383	11,435473792460348	11,569881792904503	1798,3748779296875	2562,114013671875	2290,97021484375	3331,249267578125	2722,75244140625	3059,237548828125	2364,197265625	3199,450439453125	1696,0982666015625	4873,60302734375	2769,622802734375	3040,05517578125
P27635	RPL10	Homo sapiens	60S ribosomal protein L10	RL10_HUMAN	10	12	13	True	15,21667570837964	15,29494797395043	15,099289533916151	15,037353571629447	15,557224700096985	14,011411374432704	15,255518770504017	14,923091413098255	12,845217532904304	14,840142192683976	14,668065860816933	14,132008106127602	38078,1484375	40201,1171875	35102,58203125	33627,4921875	48216,01171875	16514,107421875	39117,2890625	31066,916015625	7358,60986328125	29331,072265625	26033,21484375	17953,880859375
P27658	COL8A1	Homo sapiens	Collagen alpha-1(VIII) chain	CO8A1_HUMAN	23	24	25	True	18,06806759491979	17,93179153864553	18,62292171602514	15,552718693618619	17,752107624333863	16,2276287219985	17,658237201591447	19,029363735988735	18,957714045397356	15,490693237841931	17,8709083763005	16,176328245635503	274808,59375	250038,640625	403699,34375	48065,65234375	220758,21875	76736,6796875	206851,6875	535068,375	509143,9375	46042,96875	239706,3125	74055,9609375
P27694	RPA1	Homo sapiens	Replication protein A 70 kDa DNA-binding subunit	RFA1_HUMAN	8	8	8	False	12,123848599240704	11,932971268797797	11,850176915908307	12,22222770169175	12,113981198405547	11,611880322225101	11,61960140508076	11,60131525508678	11,676412952919554	11,904130455934451	11,751837307986067	11,82412658845289	4463,15625	3910,0498046875	3691,974609375	4778,12109375	4432,734375	3129,85546875	3146,65087890625	3107,018798828125	3273,0341796875	3832,660400390625	3448,700927734375	3625,907958984375
P27695	APEX1	Homo sapiens	DNA-(apurinic or apyrimidinic site) endonuclease	APEX1_HUMAN	13	13	13	True	15,243162504294837	15,41521205110952	15,245087259161755	15,584709778745681	15,630790027649356	15,203358907134584	14,936668757964425	14,71488859598536	14,514549009064954	15,143430393944307	14,762831115809425	14,738309081630566	38783,69140625	43695,953125	38835,46875	49143,390625	50738,38671875	37728,28515625	31360,669921875	26891,984375	23405,322265625	36193,18359375	27800,65234375	27332,107421875
P27708	CAD	Homo sapiens	CAD protein	PYR1_HUMAN	2	2	2	False	11,920562754820862	12,68703068399871	12,50053094889681	12,098614607411625	11,537885355709422	10,87917703586498	11,72479318770074	11,309605134773712	3,08505469407617	9,861787010985283	11,871892926805852	10,617854721309865	3876,56396484375	6594,4228515625	5794,7509765625	4385,7705078125	2973,374267578125	1883,4696044921875	3384,6552734375	2538,2265625	8,485823631286621	930,451416015625	3747,968017578125	1571,4217529296875
P27797	CALR	Homo sapiens	Calreticulin	CALR_HUMAN	16	16	16	False	15,113526939474639	16,232951209906833	15,562104860660883	17,22646290811682	15,069927947515986	15,441312035874066	14,260335969767425	14,440567468104234	17,73249413993054	15,269151939472444	15,369116856722831	15,108014221154203	35450,7109375	77020,3046875	48379,38671875	153349,390625	34395,3984375	44493,65625	19624,060546875	22235,349609375	217777,3125	39488,69140625	42321,90234375	35315,5078125
P27816-5	MAP4	Homo sapiens	Isoform 5 of Microtubule-associated protein 4	MAP4_HUMAN	1	1	1	True	11,356320183775587	11,263764488071287	NaN	11,200115397703069	11,646340835565903	12,306566283584846	11,708743755583775	11,584995521012237	12,862750283117613	11,409552663603986	11,573336996754405	12,013772463988373	2621,760498046875	2458,843994140625	NaN	2352,722412109375	3205,515869140625	5065,771484375	3347,2109375	3072,0703125	7448,5830078125	2720,304931640625	3047,3447265625	4135,2890625
P27816;P27816-6	MAP4	Homo sapiens	Microtubule-associated protein 4;Isoform 6 of Microtubule-associated protein 4	MAP4_HUMAN	41	47	52	False	17,816388200951184	17,383418480490928	17,51282941923481	17,658995156572775	17,71075042619517	17,83979025438742	18,004057036367083	17,76502643797678	18,247425598873722	17,941982586599757	17,93143457279969	18,17556599663439	230816,71875	170974,125	187019,53125	206960,390625	214519,671875	234591,34375	262882,21875	222743,90625	311187,71875	251811,140625	249976,78125	296067,375
P27824;P27824-2	CANX	Homo sapiens	Calnexin;Isoform 2 of Calnexin	CALX_HUMAN	10	10	10	False	13,363818610754167	12,808905077632419	13,461362410418687	13,150639486712931	12,89856319431742	13,24012181239536	13,850922191867605	12,732750718180272	13,80306470721874	12,515876779724593	13,125631187477957	13,120813562237002	10541,6904296875	7175,7060546875	11279,0849609375	9093,623046875	7635,7978515625	9675,5087890625	14775,529296875	6806,75146484375	14293,431640625	5856,71826171875	8937,3486328125	8907,5537109375
P27986;P27986-2;P27986-3;P27986-4;P27986-5	PIK3R1	Homo sapiens	Phosphatidylinositol 3-kinase regulatory subunit alpha;Isoform 2 of Phosphatidylinositol 3-kinase regulatory subunit alpha;Isoform 3 of Phosphatidylinositol 3-kinase regulatory subunit alpha;Isoform 4 of Phosphatidylinositol 3-kinase regulatory subunit alpha;Isoform 5 of Phosphatidylinositol 3-kinase regulatory subunit alpha	P85A_HUMAN	2	2	2	False	11,686836251683541	11,896772427589829	11,391327904819697	11,949947169404131	11,507228702509549	10,735229072560351	11,220426598511045	10,92853445911987	11,202287366849614	11,429813436249528	11,405716693825815	10,099623588403308	3296,76708984375	3813,162841796875	2686,156982421875	3956,330322265625	2910,85791015625	1704,6136474609375	2386,079833984375	1949,021728515625	2356,26708984375	2758,777587890625	2713,08154296875	1097,209716796875
P28062;P28062-2	PSMB8	Homo sapiens	Proteasome subunit beta type-8;Isoform 2 of Proteasome subunit beta type-8	PSB8_HUMAN	6	6	6	True	14,392818411330463	14,377146705568483	13,919837609177014	14,460947646255821	14,424641861866204	13,90205377413589	13,977119004281722	13,646686914466486	12,596013066259072	14,3222673423711	13,947616517937089	13,826312910922114	21511,46875	21279,05859375	15498,4638671875	22551,685546875	21991,248046875	15308,58984375	16126,201171875	12825,1396484375	6191,24169921875	20484,81640625	15799,7763671875	14525,6279296875
P28065;P28065-2	PSMB9	Homo sapiens	Proteasome subunit beta type-9;Isoform LMP2.S of Proteasome subunit beta type-9	PSB9_HUMAN	5	5	5	True	13,746530414940905	14,426806038533961	13,861490009555423	14,618315594212264	14,325331397829395	14,117482358161107	13,687859611715284	13,233287164554437	12,474618459898497	14,344021014292922	13,82376362799617	13,712861864886483	13744,1533203125	22024,26171875	14884,158203125	25150,78125	20528,369140625	17774,01953125	13196,42578125	9629,7802734375	5691,599609375	20796,037109375	14499,9833984375	13427,1162109375
P28066	PSMA5	Homo sapiens	Proteasome subunit alpha type-5	PSA5_HUMAN	7	7	9	True	15,805262095791637	16,031420543131937	15,530432414038076	16,246347884451033	16,052644495876816	15,570217052478823	16,00245811651638	15,315512242925173	14,48053729005473	16,18282744075981	15,92997648871833	15,800914115026153	57260,875	66978,96875	47328,85546875	77738,8359375	67971,6015625	48652,1875	65647,7578125	40778,25	22859,9921875	74390,328125	62431,06640625	57088,5625
P28070	PSMB4	Homo sapiens	Proteasome subunit beta type-4	PSB4_HUMAN	7	7	7	True	12,159915671540816	12,932298929123137	12,640385398261875	13,360762843440792	13,057898047576439	12,255753293225473	12,82793594870336	12,237107821957979	11,335871987578662	13,201784420385296	13,0087635346008	12,192595030122915	4576,140625	7816,4560546875	6384,62158203125	10519,3857421875	8527,4462890625	4890,4560546875	7270,9892578125	4827,658203125	2584,86279296875	9421,783203125	8241,9130859375	4680,98046875
P28072	PSMB6	Homo sapiens	Proteasome subunit beta type-6	PSB6_HUMAN	7	8	8	False	16,070003314427186	16,18185455488864	15,742559238081299	16,29195813144035	16,20703979782913	15,921472510998493	16,29071608620289	15,844592758313155	15,125093377880468	16,37742621619883	16,28419165882384	16,083360021917503	68794,390625	74340,1796875	54825,4921875	80235,78125	75649,3359375	62064,1484375	80166,734375	58843,390625	35736,0703125	85132,7265625	79805,0078125	69434,2578125
P28074	PSMB5	Homo sapiens	Proteasome subunit beta type-5	PSB5_HUMAN	8	8	9	False	13,842560106531181	13,915356149061394	13,365310025908238	13,93999880497122	13,969841086417572	13,590779022423598	14,109970260705236	13,693323067833685	13,424415308217602	14,21250098646539	14,07726868361991	13,979881928028426	14690,1357421875	15450,3955078125	10552,59375	15716,5703125	16045,0546875	12337,6416015625	17681,7109375	13246,4951171875	10993,8974609375	18984,060546875	17285,427734375	16157,1142578125
P28161;P28161-2	GSTM2	Homo sapiens	Glutathione S-transferase Mu 2;Isoform 2 of Glutathione S-transferase Mu 2	GSTM2_HUMAN	4	4	4	True	11,07161636895587	12,63555229487971	11,882259809458143	12,219621726282961	12,49910367372247	11,93428188962645	11,994943889600227	11,893934351862834	6,266857869294417	12,684341990283926	11,254971066231207	11,274743836023715	2152,229736328125	6363,2685546875	3774,9970703125	4769,498046875	5789,02099609375	3913,603515625	4081,670166015625	3805,6689453125	77,0038070678711	6582,14453125	2443,902587890625	2477,6279296875
P28289	TMOD1	Homo sapiens	Tropomodulin-1	TMOD1_HUMAN	1	1	1	False	NaN	NaN	NaN	7,996604595681632	6,028643986314462	5,953065086622316	NaN	NaN	NaN	7,854919731982823	NaN	7,640082389236493	NaN	NaN	NaN	255,39820861816406	65,28338623046875	61,9514045715332	NaN	NaN	NaN	231,50823974609375	NaN	199,47752380371094
P28290;P28290-2;P28290-3	ITPRID2	Homo sapiens	Protein ITPRID2;Isoform 2 of Protein ITPRID2;Isoform 3 of Protein ITPRID2	ITPI2_HUMAN	1	1	1	True	12,663799774099257	12,381696478399682	12,054966263125547	11,937086321450645	11,726769879752872	11,790737159756457	10,826127448695642	11,43869542012045	10,853936657110516	11,267338923614526	9,963755036899174	11,366949537256268	6489,0869140625	5336,56787109375	4255,0673828125	3921,218505859375	3389,2958984375	3542,954345703125	1815,4700927734375	2775,814453125	1850,8043212890625	2464,943603515625	998,5944213867188	2641,148193359375
P28300	LOX	Homo sapiens	Protein-lysine 6-oxidase	LYOX_HUMAN	22	23	29	True	18,039823363289486	18,165054342432523	18,813722975826106	17,811904592925963	18,125702123645244	18,484339708450136	18,160797927025897	19,272835208562764	19,704124433403077	18,142532464435067	18,486611767693038	18,5831990598611	269480,875	293918,03125	460781,40625	230100,5	286009,21875	366725,15625	293052,15625	633434,1875	854146,75	289365,3125	367303,15625	392735,65625
P28331;P28331-2;P28331-4	NDUFS1	Homo sapiens	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;Isoform 4 of NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	NDUS1_HUMAN	9	9	9	False	11,38797930286174	11,023114902696653	11,549872426683011	12,033094269795368	11,522462283775006	11,202778183564817	11,334746018128701	9,91737754307253	10,893469205466847	11,427653513906016	10,437421526211333	11,372864794486267	2679,929443359375	2081,077392578125	2998,182373046875	4191,044921875	2941,7568359375	2357,06884765625	2582,84619140625	967,003662109375	1902,2210693359375	2754,650390625	1386,6822509765625	2651,99951171875
P28482	MAPK1	Homo sapiens	Mitogen-activated protein kinase 1	MK01_HUMAN	6	6	6	False	12,112644874560111	13,168908340496662	12,282596404297676	12,946841413758056	12,962688999199134	12,578272366084317	12,750102790377479	12,394375945281995	12,422217635106476	13,170550424087992	13,166310523367278	12,297420090928474	4428,63037109375	9209,5078125	4982,30078125	7895,64501953125	7982,8544921875	6115,57470703125	6889,1142578125	5383,67626953125	5488,58154296875	9219,99609375	9192,939453125	5033,7578125
P28799	GRN	Homo sapiens	Progranulin	GRN_HUMAN	16	17	20	True	17,503877041924564	17,231933357613737	18,287471440630657	17,10729738473229	16,87183653987557	18,22482147291777	17,631782099543358	18,43197969082559	19,055747629166817	17,714258516220113	17,329393705266412	18,140649749612177	185862,609375	153931,96875	319946,5625	141191,859375	119930,2890625	306350,03125	203093,15625	353654,15625	544943,6875	215041,9375	164690,03125	288987,9375
P28827;P28827-2	PTPRM	Homo sapiens	Receptor-type tyrosine-protein phosphatase mu;Isoform 2 of Receptor-type tyrosine-protein phosphatase mu	PTPRM_HUMAN	9	9	9	True	14,539990597453597	14,666494591121849	14,70553220141414	15,437760325483298	14,71311398509461	15,537071199953093	14,547021474980088	14,901354989158662	13,80950693211791	15,657879058184475	14,931937040679983	15,533920804471695	23821,73046875	26004,876953125	26718,14453125	44384,25390625	26858,92578125	47547,1484375	23938,107421875	30602,353515625	14357,400390625	51700,0859375	31257,982421875	47443,43359375
P28838;P28838-2	LAP3	Homo sapiens	Cytosol aminopeptidase;Isoform 2 of Cytosol aminopeptidase	AMPL_HUMAN	18	18	19	False	14,402194192896825	15,053399940064725	14,920863375710033	15,178706788640856	14,805170268440126	14,658817388305023	14,578468748290822	14,532046837151144	14,63374446914232	15,190252708583957	15,05389606011075	14,66208658382884	21651,72265625	34003,6015625	31018,974609375	37089,078125	28628,615234375	25866,861328125	24465,62890625	23690,923828125	25421,19921875	37387,09375	34015,296875	25925,54296875
P29120;P29120-2	PCSK1	Homo sapiens	Neuroendocrine convertase 1;Isoform 2 of Neuroendocrine convertase 1	NEC1_HUMAN	1	1	1	False	10,002286759850012	9,893133929367231	11,233175383452197	10,05698774341421	10,253690405146115	11,385959271180342	8,441991402089679	NaN	NaN	8,493431965329382	NaN	9,767939425942531	1025,6243896484375	950,8895263671875	2407,258544921875	1065,2584228515625	1220,8670654296875	2676,1796875	347,7704162597656	NaN	NaN	360,3941955566406	NaN	871,8519897460938
P29144	TPP2	Homo sapiens	Tripeptidyl-peptidase 2	TPP2_HUMAN	16	16	16	False	12,882900941987433	13,308141100881167	12,420215836403093	13,263908300255615	12,8798441196907	12,625869339666853	13,008677719605027	12,442812925456117	11,799388845149204	13,217789119025097	12,968856072916301	12,978409085390936	7553,35009765625	10142,6083984375	5480,97119140625	9836,3564453125	7537,36279296875	6320,703125	8241,4228515625	5567,49609375	3564,264892578125	9526,88671875	8017,0517578125	8070,31396484375
P29218	IMPA1	Homo sapiens	Inositol monophosphatase 1	IMPA1_HUMAN	8	8	10	True	13,745050674889542	13,956618366041491	13,370836241540902	14,138321647727025	13,66945658022525	13,425294158161186	13,564614001905468	12,983093111827822	12,428081922375	13,933918067729282	13,770002849280951	13,207194888914396	13730,0634765625	15898,6689453125	10593,0927734375	18032,623046875	13029,1611328125	11000,5966796875	12115,900390625	8096,55859375	5510,93701171875	15650,466796875	13969,59765625	9457,18359375
P29279	CCN2	Homo sapiens	CCN family member 2	CCN2_HUMAN	19	24	27	True	18,674271375470134	18,25270628367217	19,187717236714498	17,77601578966104	18,360501652490544	18,471227924282218	18,385648104112395	19,69933627892221	19,99827544553457	18,832967639613923	19,04461590781324	19,041266609680182	418326,9375	312328,84375	597143,125	224447,078125	336559,40625	363407,3125	342477,125	851316,625	1047323,3125	466969,125	540755,125	539501,1875
P29323;P29323-2;P29323-3	EPHB2	Homo sapiens	Ephrin type-B receptor 2;Isoform 2 of Ephrin type-B receptor 2;Isoform 3 of Ephrin type-B receptor 2	EPHB2_HUMAN	2	2	2	False	10,128106529836213	10,172250014016175	11,008829516365285	11,81369753643034	10,911019145575453	12,108920809875663	9,340277170022143	NaN	NaN	11,251077979413056	NaN	11,118007164548334	1119,0870361328125	1153,8580322265625	2060,572509765625	3599,791259765625	1925,5023193359375	4417,21337890625	648,19189453125	NaN	NaN	2437,316650390625	NaN	2222,560791015625
P29353;P29353-2;P29353-6;P29353-7	SHC1	Homo sapiens	SHC-transforming protein 1;Isoform p52Shc of SHC-transforming protein 1;Isoform 6 of SHC-transforming protein 1;Isoform 7 of SHC-transforming protein 1	SHC1_HUMAN	4	4	4	False	12,092456335215287	11,883133985035043	11,750277021030666	11,967346241039401	12,000566571568747	11,829027996811565	12,213375110204929	11,879028358285606	11,149788511017075	12,312111574566964	12,196562356727354	11,6900955110183	4367,08935546875	3777,28515625	3444,97314453125	4004,3330078125	4097,60888671875	3638,24755859375	4748,8916015625	3766,551025390625	2272,065185546875	5085,2802734375	4693,87060546875	3304,223388671875
P29373	CRABP2	Homo sapiens	Cellular retinoic acid-binding protein 2	RABP2_HUMAN	2	2	2	True	13,307183434309026	12,538629436464321	11,76466064788513	13,0793143602534	12,76545344686158	12,353569670441711	12,832974784034919	11,835391139858523	4,083376092201337	11,921902846663608	10,663963578505589	10,68908909709925	10135,8779296875	5949,81640625	3479,4912109375	8654,9775390625	6962,8076171875	5233,53369140625	7296,4287109375	3654,329833984375	16,95191192626953	3880,16650390625	1622,4559326171875	1650,9595947265625
P29400;P29400-2	COL4A5	Homo sapiens	Collagen alpha-5(IV) chain;Isoform 2 of Collagen alpha-5(IV) chain	CO4A5_HUMAN	13	14	17	True	16,2093801828308	16,75630312912083	17,375000309943633	15,980190753319429	16,646307871340426	16,549861618666522	15,811703845874069	16,78006922912543	16,72375331861286	15,551510314686709	16,324526269201048	15,586117646901531	75772,15625	110700,5703125	169979,390625	64642,29296875	102574,1640625	95941,1171875	57517,12109375	112539,2890625	108230,9296875	48025,41015625	82067,6640625	49191,37109375
P29401;P29401-2	TKT	Homo sapiens	Transketolase;Isoform 2 of Transketolase	TKT_HUMAN	32	35	49	True	17,710217563150756	17,7013175679667	17,253266968876794	17,914301637063442	17,851218707294326	17,418078685520666	17,243118621025125	17,06526738247968	17,037068142888547	17,59715326243813	16,955478220870994	17,067530208809195	214440,453125	213121,640625	156225,125	247025,703125	236457,0625	175131,453125	155130,046875	137137,859375	134483,359375	198276,375	127088,875	137353,125
P29466;P29466-2;P29466-3;P29466-4	CASP1	Homo sapiens	Caspase-1;Isoform Beta of Caspase-1;Isoform Gamma of Caspase-1;Isoform Delta of Caspase-1	CASP1_HUMAN	2	2	2	False	8,907999297065478	8,149273280364255	NaN	8,388236223694806	NaN	NaN	10,719810964138052	NaN	1,0164038234202812	9,923576303551243	9,249700994243609	8,996970011729656	480,3690185546875	283,90673828125	NaN	335,05084228515625	NaN	NaN	1686,493408203125	NaN	2,0228703022003174	971,16748046875	608,7478637695312	510,9258117675781
P29508;P29508-2;P48594	SERPINB3;SERPINB3;SERPINB4	Homo sapiens	Serpin B3;Isoform 2 of Serpin B3;Serpin B4	SPB3_HUMAN;SPB3_HUMAN;SPB4_HUMAN	1	1	1	False	11,315983702053012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2549,4736328125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
