PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.Log2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.Log2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.Log2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.Log2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.Log2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.Log2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.Log2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.Log2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.Log2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.Log2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.Log2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.Log2Quantity	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
P29536	LMOD1	Homo sapiens	Leiomodin-1	LMOD1_HUMAN	13	13	14	False	14,242346812936256	14,186241063569419	13,798805393036677	13,93547217546541	14,114166008111834	13,761574666277296	13,85572367168286	13,521705023847634	13,28577287764217	13,830916597362899	13,486134092127427	13,389276974816918	19380,884765625	18641,638671875	14251,294921875	15667,3349609375	17733,208984375	13888,2255859375	14824,7861328125	11760,8525390625	9986,5654296875	14572,0537109375	11474,423828125	10729,3642578125
P29558;P29558-2	RBMS1	Homo sapiens	RNA-binding motif, single-stranded-interacting protein 1;Isoform 2 of RNA-binding motif, single-stranded-interacting protein 1	RBMS1_HUMAN	2	2	2	False	12,951044010901027	12,500378984204499	12,903055563922452	12,572391219958758	12,459396095965179	12,927246007498132	12,538327018606795	12,356098631825299	13,467784882833628	12,267343067473606	12,332648637242292	12,974799057587983	7918,6787109375	5794,140625	7659,61181640625	6090,6953125	5631,861328125	7789,12744140625	5948,5693359375	5242,7158203125	11329,408203125	4929,9013671875	5158,18798828125	8050,14501953125
P29590;P29590-2;P29590-3;P29590-4;P29590-5;P29590-8;P29590-9	PML	Homo sapiens	Protein PML;Isoform PML-5 of Protein PML;Isoform PML-8 of Protein PML;Isoform PML-6 of Protein PML;Isoform PML-4 of Protein PML;Isoform PML-2 of Protein PML;Isoform PML-3 of Protein PML	PML_HUMAN	3	3	3	True	11,302148157889567	11,139241877289034	10,873394733214393	11,74622203875159	11,671941281360517	11,069636437116252	10,050317657421857	10,50769859886588	NaN	10,537826836187516	10,076399068836025	10,445244882575912	2525,140869140625	2255,51611328125	1875,935791015625	3435,303955078125	3262,905029296875	2149,278076171875	1060,3447265625	1455,903076171875	NaN	1486,6268310546875	1079,688232421875	1394,2222900390625
P29692;P29692-3	EEF1D	Homo sapiens	Elongation factor 1-delta;Isoform 3 of Elongation factor 1-delta	EF1D_HUMAN	17	18	19	False	17,99654865472636	17,558407866974207	17,51556835108587	17,83988980119892	17,778560048069274	17,78833221234795	17,866204331286983	17,543945132454088	17,96237428591102	17,64468422055284	17,82384213467796	17,813780995538988	261517,625	193022,28125	187374,921875	234607,53125	224843,25	226371,40625	238926	191096,9375	255395,625	204917,578125	232012,359375	230399,96875
P29966	MARCKS	Homo sapiens	Myristoylated alanine-rich C-kinase substrate	MARCS_HUMAN	10	10	13	True	16,896315033016236	16,498481725871976	16,64668361886849	16,509632949572318	16,56529898290092	16,68333241011043	17,784795771784825	17,247029448338342	17,92588615900914	17,18280259251695	17,500988326804638	17,4935395886842	121982,53125	92584,4140625	102600,8828125	93302,8125	96973,234375	105240,640625	225817,1875	155551,140625	249017,25	148778,09375	185490,828125	184535,59375
P30038	ALDH4A1	Homo sapiens	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	AL4A1_HUMAN	8	8	8	False	12,588413043873743	12,68078862777776	12,39546823970487	12,501479211624671	12,740621780066153	11,95600749290499	12,26181444718805	12,307177318318447	11,573717098326876	12,807745417236207	11,571573976591816	12,17258789128709	6158,71240234375	6565,95263671875	5387,75390625	5798,56103515625	6843,9892578125	3972,984619140625	4911,04541015625	5067,91748046875	3048,147705078125	7169,9404296875	3043,623046875	4616,51318359375
P30040	ERP29	Homo sapiens	Endoplasmic reticulum resident protein 29	ERP29_HUMAN	11	12	12	False	17,536896246391482	17,059643338612087	17,311766881975508	16,50141834611812	17,363894654787657	16,637631040306225	17,25323738861608	16,936261499194835	17,400060786450847	16,325775646320132	17,221465284417082	16,60842268666957	190165,53125	136604,296875	162690,09375	92773,0625	168675,9375	101959,1015625	156221,921875	125407,2734375	172957,828125	82138,765625	152819,09375	99915,625
P30041	PRDX6	Homo sapiens	Peroxiredoxin-6	PRDX6_HUMAN	19	21	27	True	18,66154837520844	19,18699104736267	18,738175260007328	19,18981083789753	18,51907758252662	18,75885867814746	18,345698553470875	17,88779560213989	18,142994660313693	19,105143456770314	18,20747210435066	18,195616713302133	414653,96875	596842,625	437273,15625	598010,3125	375662,5	443587,34375	333123,71875	242528,640625	289458,03125	563924,875	302688,03125	300210,875
P30043	BLVRB	Homo sapiens	Flavin reductase (NADPH)	BLVRB_HUMAN	8	10	12	True	14,174243017681157	14,974476472144227	14,8563909520918	15,098609306953332	15,210685462258544	14,628583150984015	14,795257895538604	14,476437699977645	13,443730337107699	15,091775782904113	14,59802727641074	14,446517569356736	18487,25	32193,380859375	29663,2890625	35086,03515625	37920,37109375	25330,416015625	28432,58984375	22795,125	11142,0751953125	34920,23828125	24799,56640625	22327,244140625
P30044;P30044-2	PRDX5	Homo sapiens	Peroxiredoxin-5, mitochondrial;Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial	PRDX5_HUMAN	11	11	13	False	17,85623259237763	17,680805471728323	17,485654784447956	17,894174225475933	17,992684690936628	17,686602257178503	17,603258118953935	17,345391033292962	16,837441513737456	17,743063747325326	17,509284276313895	17,559854691509805	237280,265625	210112,9375	183529,796875	243603,3125	260818,140625	210958,875	199117,171875	166526,359375	117104,8671875	219378,671875	186560,53125	193215,953125
P30046	DDT	Homo sapiens	D-dopachrome decarboxylase	DOPD_HUMAN	3	3	3	True	14,173602420935934	13,299586465979887	12,960574176824752	13,659315127824046	13,253417025247224	12,793421532222698	13,233808938965613	12,379863249798063	3,1196310950945727	13,207600341295219	11,219181078603755	10,078470572841038	18479,04296875	10082,64453125	7971,1611328125	12937,8935546875	9765,0859375	7099,10546875	9633,263671875	5329,791015625	8,691656112670898	9459,841796875	2384,020751953125	1081,2396240234375
P30047	GCHFR	Homo sapiens	GTP cyclohydrolase 1 feedback regulatory protein	GFRP_HUMAN	4	4	4	True	11,941799059116487	12,109853604208258	10,421206808061669	12,792223830858923	12,437150861381816	11,846580756300408	10,331864663277894	4,318417306739399	9,38078484434634	10,508908929493996	10,880125780238949	7,7266869480699265	3934,048583984375	4420,0703125	1371,184326171875	7093,21435546875	5545,6884765625	3682,783203125	1288,846435546875	19,95138931274414	666,6495971679688	1457,125	1884,7086181640625	211,81881713867188
P30048;P30048-2	PRDX3	Homo sapiens	Thioredoxin-dependent peroxide reductase, mitochondrial;Isoform 2 of Thioredoxin-dependent peroxide reductase, mitochondrial	PRDX3_HUMAN	10	10	13	True	17,620343007902953	17,75605773243737	17,36205122909378	17,55804637206678	17,592964519597135	16,814801291455797	16,504993754031172	16,53607216216852	15,438198563928106	16,910202433445903	16,435416563600672	16,22474258994039	201489,203125	221363,484375	168460,546875	192973,921875	197701,53125	115281,484375	93003,265625	95028,46875	44397,73828125	123162,40625	88624,4140625	76583,3203125
P30049	ATP5F1D	Homo sapiens	ATP synthase subunit delta, mitochondrial	ATPD_HUMAN	1	1	1	True	13,006990983279584	12,593898276710991	13,001435856320544	14,276211747625611	13,151544618045495	14,093313103460268	12,474199318763558	11,460124135979374	NaN	13,997094266570784	12,316273934814143	13,266614994553633	8231,79296875	6182,1728515625	8200,1572265625	19841,201171875	9099,330078125	17478,734375	5689,9462890625	2817,35205078125	NaN	16351,0341796875	5099,97314453125	9854,828125
P30050	RPL12	Homo sapiens	60S ribosomal protein L12	RL12_HUMAN	6	6	8	False	16,718600914680042	16,708266467449697	16,573580740172567	16,90657081002506	16,68020712269606	16,399069654723206	16,772748792984675	16,493498543720712	16,09093327986688	16,761759790319573	16,56770766667101	16,394833969897647	107845,0859375	107075,3203125	97531,5078125	122852,765625	105012,90625	86419,5234375	111969,6953125	92265,171875	69799,703125	111120,0625	97135,2734375	86166,171875
P30084	ECHS1	Homo sapiens	Enoyl-CoA hydratase, mitochondrial	ECHM_HUMAN	8	10	12	True	12,298653723760253	12,038002824792352	11,796864654353389	12,751741097049786	12,53090183739117	12,051664332260929	11,608801551365325	11,663596105308693	12,015528030760642	12,495303540351884	11,776646377130149	12,260031101948773	5038,06396484375	4205,32861328125	3558,0341796875	6896,94189453125	5918,0322265625	4245,33984375	3123,183349609375	3244,08544921875	4140,32421875	5773,79248046875	3508,518798828125	4904,978515625
P30085;P30085-3	CMPK1	Homo sapiens	UMP-CMP kinase;Isoform 3 of UMP-CMP kinase	KCY_HUMAN	13	13	16	False	16,875099218538587	16,646917807291807	16,360894358623945	16,52032469397088	16,59458293655905	16,47528838717264	16,828153533268985	16,335898149786207	16,41588525360772	16,976811093601498	16,414082206406388	16,676699282243185	120201,8203125	102617,5390625	84162,7578125	93996,84375	98961,71875	91107,890625	116353,375	82717,109375	87432,6953125	128982,078125	87323,4921875	104757,8828125
P30086	PEBP1	Homo sapiens	Phosphatidylethanolamine-binding protein 1	PEBP1_HUMAN	11	12	18	False	17,443396478426223	16,997687216299376	17,12071707708398	17,2347221384492	17,428476083855273	17,136487405192195	17,341126508962592	17,11819177618847	17,48929147705376	17,3126596158217	17,156409792460927	17,159018551149597	178231,953125	130862,046875	142511,328125	154229,8125	176398,171875	144077,6875	166034,84375	142262,09375	183993,015625	162790,796875	146081,078125	146345,46875
P30101	PDIA3	Homo sapiens	Protein disulfide-isomerase A3	PDIA3_HUMAN	41	42	54	True	19,447892021615004	19,21792561025213	19,43085882415608	18,331836651446878	19,554018839809935	18,382997437477343	19,21215302957045	19,092513114069707	19,829658675985193	18,200578967711458	19,267005804145416	18,57591011547448	715152,8125	609778,4375	706759	329938,28125	769743,8125	341848,46875	607343,4375	559009,4375	931798,625	301245,25	630879,875	390756,4375
P30153	PPP2R1A	Homo sapiens	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	2AAA_HUMAN	16	16	17	False	14,369437067744423	14,602938604175662	14,080851513393624	14,618632393954226	14,226012140709976	14,270900676420991	14,571276072061373	14,127751460418406	13,76746930567589	14,599727642218877	14,394375291044014	14,30048676656424	21165,6484375	24884,134765625	17328,408203125	25156,3046875	19162,685546875	19768,29296875	24343,95703125	17900,986328125	13945,0869140625	24828,8125	21534,6953125	20177,876953125
P30405	PPIF	Homo sapiens	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	PPIF_HUMAN	3	3	3	True	12,861618358019484	12,703397642937487	13,217536065915517	12,8161032916591	13,177258322722455	12,35536655640073	12,243498849933303	12,423633886514668	13,004686645838248	12,199039497092055	12,04547455789558	12,467612887990773	7442,7412109375	6669,66064453125	9525,2158203125	7211,59814453125	9262,96484375	5240,05615234375	4849,091796875	5493,97216796875	8218,6552734375	4701,93701171875	4227,16455078125	5664,02880859375
P30419	NMT1	Homo sapiens	Glycylpeptide N-tetradecanoyltransferase 1	NMT1_HUMAN	3	3	3	False	12,021181290549011	11,692958742803434	11,445276081874532	12,028646852540453	12,14650171034804	12,262488745023688	11,25087218025181	11,71002086909233	11,645737800755636	12,069591533708232	11,547945205686242	11,745095413428047	4156,580078125	3310,78759765625	2788,5048828125	4178,14501953125	4533,78955078125	4913,34130859375	2436,968994140625	3350,17529296875	3204,17626953125	4298,42236328125	2994,179931640625	3432,622314453125
P30519;P30519-2	HMOX2	Homo sapiens	Heme oxygenase 2;Isoform 2 of Heme oxygenase 2	HMOX2_HUMAN	3	3	3	False	NaN	9,469397129944888	8,125765647963616	10,613188069356728	11,009019410769017	NaN	9,234773585579411	NaN	NaN	9,348390480064507	NaN	NaN	NaN	708,8797607421875	279,31817626953125	1566,346923828125	2060,84375	NaN	602,481689453125	NaN	NaN	651,847412109375	NaN	NaN
P30520	ADSS2	Homo sapiens	Adenylosuccinate synthetase isozyme 2	PURA2_HUMAN	4	4	4	False	11,367258496612148	12,365161688137176	11,735893950717111	11,872009076936598	11,719593850494793	11,55028037009572	11,798644440108967	11,262919086857616	10,933120615056966	11,869000160902274	12,13383880090167	11,60064308362006	2641,7138671875	5275,75439453125	3410,798828125	3748,269775390625	3372,479248046875	2999,0302734375	3562,42626953125	2457,403564453125	1955,227294921875	3740,46044921875	4494,16943359375	3105,571533203125
P30530;P30530-2	AXL	Homo sapiens	Tyrosine-protein kinase receptor UFO;Isoform Short of Tyrosine-protein kinase receptor UFO	UFO_HUMAN	3	3	4	False	14,891046261721478	14,947571931747582	15,216509643955819	14,83217448547895	14,980179768573436	15,780775829984474	15,02043692904497	15,804296385913615	14,4541248046465	14,952854976861122	14,633281181575896	15,227082814027609	30384,46484375	31598,576171875	38073,765625	29169,529296875	32320,900390625	56297,2109375	33235,48828125	57222,55859375	22445,28515625	31714,5	25413,037109375	38353,82421875
P30533	LRPAP1	Homo sapiens	Alpha-2-macroglobulin receptor-associated protein	AMRP_HUMAN	7	7	7	True	12,907431116070343	12,35168941022471	13,02982674805563	13,182921981381707	12,667225045313415	13,598611399858921	12,960141611134684	12,980700318720242	13,64302526056895	13,678974767933502	12,912292100281556	13,643324348917558	7682,8779296875	5226,71728515625	8363,126953125	9299,400390625	6504,51171875	12404,8046875	7968,771484375	8083,14111328125	12792,6298828125	13115,4052734375	7708,80810546875	12795,2822265625
P30566	ADSL	Homo sapiens	Adenylosuccinate lyase	PUR8_HUMAN	3	3	3	False	10,91005472267424	12,114339831577453	11,188902701272237	12,151490734952501	11,696403651122434	8,756385801092774	11,158093437253411	10,69023066974756	8,287879322392392	11,353205123809108	11,601241567360214	11,05855777471195	1924,215576171875	4433,83642578125	2334,5078125	4549,4951171875	3318,70263671875	432,4488830566406	2285,18212890625	1652,2664794921875	312,5361633300781	2616,105712890625	3106,860107421875	2132,836669921875
P30622-1	CLIP1	Homo sapiens	Isoform 2 of CAP-Gly domain-containing linker protein 1	CLIP1_HUMAN	6	6	6	False	12,717358573920746	12,882536054695816	12,510156163779392	12,594493072119743	12,361522305544971	12,627623940561923	12,623901801697267	12,832816826147315	13,010727336573018	12,46498838840559	12,568793226205926	13,122671303471389	6734,51611328125	7551,43994140625	5833,541015625	6184,72216796875	5262,46240234375	6328,39501953125	6312,0888671875	7295,6298828125	8253,1396484375	5653,734375	6075,5244140625	8919,03125
P30626;P30626-2	SRI	Homo sapiens	Sorcin;Isoform 2 of Sorcin	SORCN_HUMAN	11	15	15	False	17,61741432857336	17,198620241761983	17,334562726384963	17,58428771232537	17,535176874946483	17,32299220616999	17,32237559312781	17,235621614188233	16,08271625173624	17,516131147644693	17,125493088401303	17,020816023339833	201080,59375	150418,265625	165281,15625	196516,0625	189939,03125	163960,890625	163890,828125	154326	69403,28125	187448,03125	142983,890625	132976,890625
P30711;P30711-2	GSTT1	Homo sapiens	Glutathione S-transferase theta-1;Isoform 2 of Glutathione S-transferase theta-1	GSTT1_HUMAN	1	1	1	False	NaN	10,900796251632237	9,508629712535901	10,93986800977887	10,874765741858461	NaN	9,59659902923854	8,983757850736602	NaN	11,235460053792162	11,396409583488893	NaN	NaN	1911,906494140625	728,4215087890625	1964,3931884765625	1877,7193603515625	NaN	774,2196044921875	506,26812744140625	NaN	2411,07373046875	2695,63525390625	NaN
P30740	SERPINB1	Homo sapiens	Leukocyte elastase inhibitor	ILEU_HUMAN	8	8	9	True	14,20544337241962	14,810802344233972	14,416449645408086	14,961352450715655	14,570123919762809	14,596324107890318	13,830645470445527	13,474034030292017	12,633775061505142	14,45968187859149	14,133500034055947	13,911250434355653	18891,41796875	28740,595703125	21866,7265625	31901,849609375	24324,5234375	24770,306640625	14569,3154296875	11378,5888671875	6355,4345703125	22531,908203125	17972,45703125	15406,48828125
P30837	ALDH1B1	Homo sapiens	Aldehyde dehydrogenase X, mitochondrial	AL1B1_HUMAN	4	4	4	True	12,890390554966062	12,553356607791182	11,745996661005194	12,21597224570251	12,788634804841896	11,895293478484705	12,65026149775042	11,638696520340329	3,780288545726178	12,223940564419506	11,421520672935532	11,746307648458748	7592,66455078125	6010,86376953125	3434,767333984375	4757,4482421875	7075,59033203125	3809,255859375	6428,47802734375	3188,575927734375	13,739794731140137	4783,79736328125	2742,96533203125	3435,5078125
P31040	SDHA	Homo sapiens	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA_HUMAN	10	10	10	True	12,006954356441444	11,857464432829111	11,53561557103774	11,724994017072346	12,31297266902943	10,916587292237553	11,712235203082821	10,937177759628392	10,203052065611049	11,34424429314688	11,009744232304884	10,904793360188517	4115,7919921875	3710,671142578125	2968,699951171875	3385,12646484375	5088,31640625	1932,9482421875	3355,3212890625	1960,7335205078125	1178,7581787109375	2599,906982421875	2061,87939453125	1917,2109375
P31146	CORO1A	Homo sapiens	Coronin-1A	COR1A_HUMAN	2	2	2	False	10,371398855038818	11,028483131329217	11,380054752086195	11,360928239921408	10,61811077998717	11,98277472546769	11,016834465997412	11,20701193628068	12,04200882341445	11,034766896391751	11,065141136539598	11,254369663333248	1324,653076171875	2088,83544921875	2665,249267578125	2630,14794921875	1571,70068359375	4047,385986328125	2072,03759765625	2363,99609375	4217,02197265625	2097,953369140625	2142,591552734375	2442,884033203125
P31150	GDI1	Homo sapiens	Rab GDP dissociation inhibitor alpha	GDIA_HUMAN	17	20	22	False	14,48124365373299	14,895244379065147	14,545919991694838	14,988753759851324	15,13137265466394	14,477208836223571	15,286361051819204	14,725987970922661	14,00186652363612	15,139426758395526	15,293445828461147	14,884085256872323	22871,1875	30473,009765625	23919,837890625	32513,556640625	35891,94921875	22807,3125	39962,55078125	27099,67578125	16405,2109375	36092,8828125	40159,28125	30238,212890625
P31153	MAT2A	Homo sapiens	S-adenosylmethionine synthase isoform type-2	METK2_HUMAN	10	10	13	False	14,235501979430724	14,449490243668922	14,298798573881355	14,607153628240434	14,489174714468422	14,38344260795254	14,868129719575723	14,394132810017236	13,657063476136052	14,86828903989947	14,609728498691016	14,63134760383235	19289,150390625	22373,296875	20154,279296875	24956,943359375	22997,265625	21372,123046875	29905,634765625	21531,076171875	12917,716796875	29908,9375	25001,525390625	25379
P31323	PRKAR2B	Homo sapiens	cAMP-dependent protein kinase type II-beta regulatory subunit	KAP3_HUMAN	2	2	2	False	11,431210009643314	12,11972432888745	NaN	11,735515430189617	11,173654112184282	11,564914680250586	10,52818067878329	10,837128771595495	10,54257471109882	11,733312671072651	11,29869315351566	10,80546383954141	2761,449462890625	4450,41552734375	NaN	3409,904052734375	2309,963134765625	3029,6064453125	1476,7200927734375	1829,366943359375	1491,52734375	3404,70166015625	2519,100830078125	1789,652587890625
P31327;P31327-2;P31327-3	CPS1	Homo sapiens	Carbamoyl-phosphate synthase [ammonia], mitochondrial;Isoform 2 of Carbamoyl-phosphate synthase [ammonia], mitochondrial;Isoform 3 of Carbamoyl-phosphate synthase [ammonia], mitochondrial	CPSM_HUMAN	1	1	1	False	10,232088870667845	11,057551049464472	10,548772648480101	11,174704004232451	11,610088091294728	9,565949018747233	NaN	NaN	NaN	10,120524087417456	9,063483956613192	NaN	1202,72314453125	2131,348876953125	1497,9488525390625	2311,644775390625	3125,9697265625	757,94482421875	NaN	NaN	NaN	1113,2208251953125	535,032958984375	NaN
