PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.Log2Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.Log2Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.Log2Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.Log2Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.Log2Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.Log2Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.Log2Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.Log2Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.Log2Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.Log2Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.Log2Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.Log2Quantity	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity
Q92748	THRSP	Homo sapiens	Thyroid hormone-inducible hepatic protein	THRSP_HUMAN	1	1	1	False	10,5905502741574	NaN	NaN	NaN	NaN	NaN	12,579529786315382	NaN	NaN	NaN	10,765884071648117	NaN	1541,960693359375	NaN	NaN	NaN	NaN	NaN	6120,9072265625	NaN	NaN	NaN	1741,2215576171875	NaN
Q92752;Q92752-2	TNR	Homo sapiens	Tenascin-R;Isoform 2 of Tenascin-R	TENR_HUMAN	1	1	1	False	NaN	NaN	NaN	11,933875666878013	11,807254480693185	NaN	NaN	NaN	12,0671124682136	11,813793421042597	NaN	11,900184403672416	NaN	NaN	NaN	3912,501708984375	3583,75048828125	NaN	NaN	NaN	4291,04248046875	3600,030517578125	NaN	3822,191650390625
Q92759;Q92759-2	GTF2H4	Homo sapiens	General transcription factor IIH subunit 4;Isoform 2 of General transcription factor IIH subunit 4	TF2H4_HUMAN	3	3	3	True	13,347715975722494	13,077762205070243	13,876102934439182	12,597385399451111	12,525234750953262	12,146056956412977	12,588989981671599	12,313902843380943	12,876845991620176	12,985363807072048	13,104040883331319	12,75412007711296	10424,68359375	8645,6708984375	15035,6845703125	6197,1337890625	5894,8310546875	4532,39208984375	6161,17578125	5091,59814453125	7521,71533203125	8109,31201171875	8804,5947265625	6908,32421875
Q92766;Q92766-2	RREB1	Homo sapiens	Ras-responsive element-binding protein 1;Isoform 2 of Ras-responsive element-binding protein 1	RREB1_HUMAN	5	5	5	False	10,425097808548841	11,4962721917153	11,27546696665614	11,502474684536201	11,642447280578848	11,187625425968161	11,791223313374577	11,167746592313696	11,13018357111369	10,96907871281654	10,98524409779401	11,300348929184794	1374,887451171875	2888,835205078125	2478,8701171875	2901,28173828125	3196,87646484375	2332,44189453125	3544,1484375	2300,523681640625	2241,398681640625	2004,572265625	2027,1597900390625	2521,99365234375
Q92769	HDAC2	Homo sapiens	Histone deacetylase 2	HDAC2_HUMAN	15	15	17	False	17,277030804142804	17,40549584794773	17,242306685066932	17,435728878386932	17,24469482050914	17,567032070958376	16,979088810865967	17,215076433192163	17,40234111392213	17,346208145488884	17,109892012648437	17,470552012518855	158819,75	173610,640625	155042,765625	177287,203125	155299,625	194179,59375	129185,875	152143,84375	173231,421875	166620,703125	141446,015625	181618,546875
Q92781	RDH5	Homo sapiens	Retinol dehydrogenase 5	RDH5_HUMAN	10	10	10	True	15,717137743112735	16,06941518417524	15,856581397710443	15,68470956750206	15,865959478321471	14,853852443936471	17,044400289874307	16,025224741681523	15,81715425656218	16,137952516211637	16,335658039224388	15,488372681206693	53867,8828125	68766,3515625	59334,41015625	52670,57421875	59721,36328125	29611,140625	135168,578125	66691,9375	57734,828125	72112,0390625	82703,34375	45968,96875
Q92783;Q92783-2	STAM	Homo sapiens	Signal transducing adapter molecule 1;Isoform 2 of Signal transducing adapter molecule 1	STAM1_HUMAN	10	10	10	False	16,24784220752676	16,232560871663686	16,15634544278856	16,188452870729616	16,428297676499685	16,474070680156345	16,372795464344318	16,458853891426994	16,321111427745194	16,3550914785149	16,285226944664913	16,451274510123724	77819,3984375	76999,46875	73037,28125	74680,9609375	88188,1796875	91031,0234375	84859,90625	90075,921875	81873,640625	83824,9140625	79862,296875	89603,9375
Q92785	DPF2	Homo sapiens	Zinc finger protein ubi-d4	REQU_HUMAN	8	8	10	False	15,713600055081132	15,799889380163435	15,741575302473299	15,803930864124474	15,76559750854871	15,656057320014153	15,438686918528807	15,641687854885344	15,488536457719482	15,543275898779378	15,5848527716171	15,662866852548072	53735,953125	57048,02734375	54788,11328125	57208,0625	55708,0234375	51634,84375	44412,76953125	51123,10546875	45974,1875	47752,078125	49148,26171875	51879,13671875
Q92791	P3H4	Homo sapiens	Endoplasmic reticulum protein SC65	SC65_HUMAN	3	3	3	True	14,345888961142581	14,226576239406333	14,368316884102697	14,189572584649403	14,192761161561384	13,73601652257128	14,062199999449202	13,85639389682888	13,86269041664836	13,289017540724645	13,98490142068408	13,386501415527194	20822,98046875	19170,1796875	21149,220703125	18684,736328125	18726,078125	13644,3544921875	17105,82421875	14831,6748046875	14896,5478515625	10009,05078125	16213,4267578125	10708,7421875
Q92793;Q92793-2	CREBBP	Homo sapiens	CREB-binding protein;Isoform 2 of CREB-binding protein	CBP_HUMAN	17	17	17	False	17,56638112933444	17,64082335782173	17,645635566479207	17,710973707708863	17,607419607906344	17,68936129692949	17,31336260978711	17,332915328956215	17,29615893014603	17,36214489473285	17,086647615530786	17,201493995107334	194092	204369,921875	205052,75	214552,875	199692,359375	211362,703125	162870,140625	165092,53125	160939,5	168471,484375	139185,328125	150718,1875
Q92794	KAT6A	Homo sapiens	Histone acetyltransferase KAT6A	KAT6A_HUMAN	2	2	2	False	11,887638235679537	11,541911692708917	11,387737847569213	11,556224671838764	11,175589751634147	NaN	NaN	NaN	NaN	11,475108005150393	11,57889079318171	NaN	3789,0966796875	2981,68408203125	2679,48095703125	3011,41259765625	2313,064453125	NaN	NaN	NaN	NaN	2846,765625	3059,098388671875	NaN
Q92797	SYMPK	Homo sapiens	Symplekin	SYMPK_HUMAN	20	20	20	False	14,459856071913748	14,619817759275312	14,828563522209436	14,601721150306227	14,367723344427208	14,567595804956134	14,325238880316112	14,369999295501518	14,52802957137048	14,385831205890478	14,38951515302606	14,545041876777573	22534,62890625	25176,982421875	29096,611328125	24863,14453125	21140,521484375	24281,935546875	20527,052734375	21173,8984375	23625,046875	21407,537109375	21462,271484375	23905,283203125
Q92804;Q92804-2	TAF15	Homo sapiens	TATA-binding protein-associated factor 2N;Isoform Short of TATA-binding protein-associated factor 2N	RBP56_HUMAN	16	16	18	False	18,892869246032014	19,108317703862628	18,865476255371902	19,033290072517193	19,11196980303627	19,051958003346535	18,99668018579165	19,06096979997946	18,965604641038816	18,91034381527879	18,890286360221857	19,13654717091868	486766,125	565167	477610,90625	536526,5625	566599,5	543514,125	523082,9375	546919,8125	511936,25	492697,90625	485895,4375	576334,625
Q92805	GOLGA1	Homo sapiens	Golgin subfamily A member 1	GOGA1_HUMAN	12	12	12	False	16,106917034302136	16,27008996874969	15,994914981081292	16,324008547276044	15,961809642127353	16,28820216462894	16,265824332094095	16,230303709286414	16,42332715000278	16,371324003263712	15,934150575084821	16,485410587002807	70577,3203125	79028,75	65305,4140625	82038,21875	63823,921875	80027,1640625	78795,4296875	76879,09375	87884,8671875	84773,3984375	62611,95703125	91749,3671875
Q92820	GGH	Homo sapiens	Gamma-glutamyl hydrolase	GGH_HUMAN	13	13	15	False	17,304007277259696	17,410550207940027	17,38551356017344	16,913023787571113	17,590604752197056	17,19186722723142	17,00573898204514	16,9922271525578	16,901954468067853	16,562954260394044	17,100471780921236	16,693630837490726	161817,40625	174219,9375	171222,59375	123403,5	197378,421875	149715,828125	131594,4375	130367,71875	122460,2890625	96815,7578125	140525,4375	105994,5703125
Q92823;Q92823-2;Q92823-3;Q92823-4;Q92823-5;Q92823-6	NRCAM	Homo sapiens	Neuronal cell adhesion molecule;Isoform 2 of Neuronal cell adhesion molecule;Isoform 3 of Neuronal cell adhesion molecule;Isoform 4 of Neuronal cell adhesion molecule;Isoform 5 of Neuronal cell adhesion molecule;Isoform 6 of Neuronal cell adhesion molecule	NRCAM_HUMAN	7	7	7	False	13,33482442824338	13,618585460899835	13,161241697763217	13,662344909172925	13,648291854636787	13,338325490847932	13,454920880287618	13,686684212997099	13,570502668315253	13,081317476956812	13,274755777444213	13,268316830041888	10331,9462890625	12577,7431640625	9160,697265625	12965,0927734375	12839,4150390625	10357,0498046875	11228,8369140625	13185,6787109375	12165,455078125	8667,0029296875	9910,59375	9866,4599609375
Q92841	DDX17	Homo sapiens	Probable ATP-dependent RNA helicase DDX17	DDX17_HUMAN	31	32	36	False	18,408854736233938	18,369692386766726	18,347178795006126	18,517299581326913	18,40851918613776	18,51046321616383	18,232266767587607	18,275201093418787	18,258630294723908	18,44059978249201	18,303471268125584	18,44936744385991	348030,625	338710,3125	333465,6875	375199,8125	347949,6875	373426,09375	307935,09375	317236,90625	313613,96875	355773,5625	323514,59375	357942,28125
Q92843-2	BCL2L2	Homo sapiens	Isoform 3 of Bcl-2-like protein 2	B2CL2_HUMAN	10	10	10	False	18,811783795338457	18,66876923149565	18,6484025689694	18,911374797333938	18,81674296475401	18,859034330415824	18,697279716803216	18,62488122200643	18,680580046897582	18,72652730674859	18,587709199044685	18,778133190872687	460162,46875	416734,5625	410892,8125	493050,125	461746,96875	475483,03125	425051,96875	404248,03125	420160,21875	433756,9375	393965,34375	449553,46875
Q92844	TANK	Homo sapiens	TRAF family member-associated NF-kappa-B activator	TANK_HUMAN	11	11	11	False	14,443074813452148	14,113155860516954	14,361385091016135	14,550079877915238	14,726359123801744	14,301193203327175	14,353619741291912	14,489482467039144	14,592446885800456	14,555279544283865	14,656235101295396	14,450199255363625	22274,02734375	17720,796875	21047,84765625	23988,908203125	27106,6484375	20187,759765625	20934,861328125	23002,171875	24703,826171875	24075,5234375	25820,603515625	22384,294921875
Q92845	KIFAP3	Homo sapiens	Kinesin-associated protein 3	KIFA3_HUMAN	8	8	8	False	13,058926819411022	12,9712207660191	13,430466334139787	12,755122296702336	13,234146448571659	13,099297561120276	13,066728598316406	13,289672211349075	13,296184001695476	13,349016600440482	13,18337702294986	13,204261873470283	8533,529296875	8030,203125	11040,10546875	6913,125	9635,517578125	8775,6943359375	8579,8017578125	10013,59375	10058,8935546875	10434,0859375	9302,333984375	9437,9765625
Q92859;Q92859-2;Q92859-3;Q92859-4	NEO1	Homo sapiens	Neogenin;Isoform 2 of Neogenin;Isoform 3 of Neogenin;Isoform 4 of Neogenin	NEO1_HUMAN	2	2	2	False	NaN	11,112399575182092	11,870355876414186	12,312730096794509	10,809017772690657	11,512816039959406	11,347768007013046	11,193796944743593	NaN	11,155289358679209	NaN	12,015995673920406	NaN	2213,938720703125	3743,97705078125	5087,4609375	1794,066650390625	2922,153076171875	2606,264892578125	2342,44091796875	NaN	2280,744873046875	NaN	4141,66650390625
Q92870;Q92870-4	APBB2	Homo sapiens	Amyloid-beta A4 precursor protein-binding family B member 2;Isoform 4 of Amyloid-beta A4 precursor protein-binding family B member 2	APBB2_HUMAN	10	10	11	False	14,513801916893526	14,434737528909062	14,287827903237874	14,480613587090506	14,319376230924364	14,320970039862338	13,843963209815145	14,214977456817854	14,290250500502799	14,344164361120479	14,178140831701358	14,107228252081557	23393,205078125	22145,677734375	20001,6015625	22861,201171875	20443,806640625	20466,404296875	14704,4296875	19016,67578125	20035,216796875	20798,103515625	18537,265625	17648,13671875
Q92878;Q92878-2	RAD50	Homo sapiens	DNA repair protein RAD50;Isoform 2 of DNA repair protein RAD50	RAD50_HUMAN	61	61	62	False	17,423126812778833	17,422573368100416	17,4310242861601	17,343716524389702	17,479510277070926	17,319214823316027	17,43356264723798	17,474446411378274	17,49312395447501	17,31592208396767	17,393268419019627	17,304271516241784	175745,328125	175677,921875	176710,015625	166333,1875	182749,796875	163532,15625	177021,203125	182109,46875	184482,4375	163159,34375	172145,4375	161847,046875
Q92879-4	CELF1	Homo sapiens	Isoform 4 of CUGBP Elav-like family member 1	CELF1_HUMAN	1	1	1	False	13,671272287308497	13,543548372873929	13,761281969667506	14,364628694571634	12,880648211198476	14,418408416618663	13,057584265753007	13,656535718992755	13,792703030728436	14,095176626698278	13,426034103530974	14,585563856030571	13045,5693359375	11940,2744140625	13885,408203125	21095,22265625	7541,56494140625	21896,435546875	8525,591796875	12912,9921875	14191,1416015625	17501,326171875	11006,240234375	24586,24609375
Q92879;Q92879-2;Q92879-3	CELF1	Homo sapiens	CUGBP Elav-like family member 1;Isoform 2 of CUGBP Elav-like family member 1;Isoform 3 of CUGBP Elav-like family member 1	CELF1_HUMAN	11	11	13	False	16,14491149574526	15,82340183965533	15,951799256440458	16,204499056648853	15,928163671487892	16,123634243791347	15,704540301580893	15,76058006754164	15,943792885667639	16,01288757208947	15,873152506080668	16,04889125554822	72460,71875	57985,390625	63382,6015625	75516,2265625	62352,66796875	71399,890625	53399,5625	55514,6171875	63031,828125	66124,0546875	60019,8671875	67795
Q92882	OSTF1	Homo sapiens	Osteoclast-stimulating factor 1	OSTF1_HUMAN	10	10	13	False	17,28972342412177	17,46565246459898	17,350221212129366	17,435889714472005	17,64491235442116	17,573784579290123	17,376823830534082	17,717782984646824	17,704341565323364	17,515836485655594	17,560068061419315	17,759439916087494	160223,1875	181002,796875	167084,828125	177306,96875	204949,984375	195090,578125	170194,375	215567,921875	213568,828125	187409,75	193244,53125	221883,046875
Q92887	ABCC2	Homo sapiens	ATP-binding cassette sub-family C member 2	MRP2_HUMAN	10	10	11	True	12,443264684148447	12,601361846460891	13,198394380767779	12,634906523127144	12,24527516812963	12,648572080398639	14,069913365202495	13,629385637951417	13,92513551738891	14,061798343015072	13,497744900217672	14,075814356531225	5569,23974609375	6214,23828125	9399,669921875	6360,4208984375	4855,06591796875	6420,95458984375	17197,525390625	12672,2548828125	15555,482421875	17101,0625	11567,142578125	17268,01171875
Q92888;Q92888-2;Q92888-3	ARHGEF1	Homo sapiens	Rho guanine nucleotide exchange factor 1;Isoform 2 of Rho guanine nucleotide exchange factor 1;Isoform 3 of Rho guanine nucleotide exchange factor 1	ARHG1_HUMAN	29	29	31	False	17,024607246111817	17,058933918674352	17,103548588088753	16,96745829751674	17,17187953999885	17,100999443254267	16,86486623845386	17,13792375686966	17,066867184174818	16,99264406898893	17,206693054574288	17,056208703023962	133326,796875	136537,140625	140825,453125	128148,609375	147655,90625	140576,84375	119352,25	144221,203125	137290,015625	130405,3984375	151262,3125	136279,46875
Q92889	ERCC4	Homo sapiens	DNA repair endonuclease XPF	XPF_HUMAN	5	5	5	False	12,787549498846095	12,302818369374425	12,487704633528717	12,824508783473574	12,510559435806064	12,177641863830717	12,441276824208025	12,130539299365292	12,245073328256069	12,412946309218952	12,294093022756751	11,306536524659485	7070,26953125	5052,62841796875	5743,4609375	7253,7373046875	5835,171875	4632,7138671875	5561,5712890625	4483,90283203125	4854,38671875	5453,4228515625	5022,16259765625	2532,83349609375
Q92890;Q92890-1	UFD1	Homo sapiens	Ubiquitin recognition factor in ER-associated degradation protein 1;Isoform Long of Ubiquitin recognition factor in ER-associated degradation protein 1	UFD1_HUMAN	12	12	13	False	17,30149856730547	17,324914061178124	17,212360269978266	17,13907368360793	17,31546401054698	17,2219730666917	17,304248395521824	17,246903654310305	17,29737754752241	17,130010703282665	17,238760706327295	17,20768493271461	161536,265625	164179,453125	151857,671875	144336,203125	163107,546875	152872,890625	161844,453125	155537,578125	161075,5	143432,328125	154662,15625	151366,34375
Q92896;Q92896-2	GLG1	Homo sapiens	Golgi apparatus protein 1;Isoform 2 of Golgi apparatus protein 1	GSLG1_HUMAN	53	55	58	False	18,77544681950215	18,8887445492897	19,073004139695	19,113439663420035	18,728291837364445	18,719130690858336	19,07841959110107	18,82408219481888	18,763892024625342	19,06379349624941	18,84065702279039	18,821875460707883	448717,15625	485376,4375	551501,0625	567177,0625	434287,78125	431538,78125	553575,125	464101,9375	445137,65625	547991,3125	469464,65625	463392,59375
Q92900	UPF1	Homo sapiens	Regulator of nonsense transcripts 1	RENT1_HUMAN	40	40	43	False	18,42754789442047	18,426305965956146	18,446457495508724	18,49944775978055	18,472939553369883	18,526238214187195	18,362967954151294	18,404289622609767	18,41068864732195	18,508526473189075	18,40368977169686	18,518605015671845	352569,4375	352266,0625	357221,03125	370585,71875	363838,71875	377531,6875	337135,25	346931,09375	348473,3125	372925,125	346786,875	375539,46875
Q92905	COPS5	Homo sapiens	COP9 signalosome complex subunit 5	CSN5_HUMAN	13	13	16	False	18,275319186404698	18,36683511083071	18,26751952766814	18,2453693310631	18,35591722678842	18,270099096380314	18,332876686974526	18,35984069516026	18,233387964954183	18,20178860734592	18,281181965730866	18,349926799383518	317262,875	338040,15625	315552,28125	310744,5	335491,625	316117	330176,21875	336405,25	308174,5	301497,9375	318554,78125	334101,46875
Q92917	GPKOW	Homo sapiens	G-patch domain and KOW motifs-containing protein	GPKOW_HUMAN	12	12	12	False	14,650867902748008	14,666209155279319	14,546280180003658	14,607067027504396	14,767762871016677	14,780458668381918	14,357333461037353	14,444649061245377	14,630134119557948	14,386315504023624	14,411616495131495	14,639032952178079	25724,72265625	25999,732421875	23925,810546875	24955,4453125	27895,849609375	28142,41796875	20988,8203125	22298,345703125	25357,662109375	21414,724609375	21793,59375	25514,556640625
Q92922	SMARCC1	Homo sapiens	SWI/SNF complex subunit SMARCC1	SMRC1_HUMAN	2	2	2	False	8,401563655050621	7,966310406098186	8,12076184067049	7,48403147158029	NaN	NaN	NaN	NaN	6,79070544623334	NaN	NaN	NaN	338,16033935546875	250,0911865234375	278,35107421875	179,02676391601562	NaN	NaN	NaN	NaN	110,71488952636719	NaN	NaN	NaN
Q92925;Q92925-2;Q92925-3	SMARCD2	Homo sapiens	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2;Isoform 2 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2;Isoform 3 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	SMRD2_HUMAN	11	11	11	False	16,02153951852399	15,960161501041021	16,006431038803733	16,003688951071986	16,12981643798517	15,875387713078124	15,921917279748985	15,794174388697787	15,83066345690458	15,858174836204412	15,859719699756464	15,81422198649109	66521,796875	63751,05078125	65828,7890625	65703,7890625	71706,5078125	60112,9296875	62083,28515625	56822,48828125	58277,98828125	59399,98046875	59463,62109375	57617,6015625
Q92928	RAB1C	Homo sapiens	Putative Ras-related protein Rab-1C	RAB1C_HUMAN	5	6	8	False	16,66047244332902	16,525426538053793	16,81773784951363	16,872520270681854	16,449141590870973	16,54855183965179	16,56947112699899	16,550426464012308	16,30676345572246	16,828410891700862	16,418564890255922	16,6552558864021	103586,2109375	94329,8359375	115516,375	119987,140625	89471,5625	95854,0546875	97254,078125	95978,6875	81063,421875	116374,1328125	87595,2421875	103212,3359375
Q92930	RAB8B	Homo sapiens	Ras-related protein Rab-8B	RAB8B_HUMAN	6	7	8	False	17,08158567105417	17,057588066573086	17,18638057223827	17,326138821093497	16,855730229121708	17,030041186189887	17,57758625830731	17,397105850581312	17,360597026154284	17,80810584853728	17,46456394703039	17,559429607533378	138697,828125	136409,828125	149147,53125	164318,890625	118598,828125	133829,921875	195605,34375	172603,9375	168290,828125	229495,421875	180866,28125	193159,03125
Q92934	BAD	Homo sapiens	Bcl2-associated agonist of cell death	BAD_HUMAN	7	7	7	False	15,4941525588675	15,699968355765792	15,590074388973576	15,550148003749708	15,612230265800031	15,61469265978718	15,330604959735682	15,509747464192017	15,649175138215575	15,269468012901003	15,434199849702154	15,594258418676933	46153,50390625	53230,60546875	49326,46875	47980,08203125	50089,8359375	50175,40234375	41207,08984375	46655,109375	51389,11328125	39497,34375	44274,8515625	49469,73046875
Q92945	KHSRP	Homo sapiens	Far upstream element-binding protein 2	FUBP2_HUMAN	28	30	34	False	19,49646372276083	19,463163875984353	19,48395855230972	19,427743399459928	19,692702543281378	19,45547886281436	19,477089856033032	19,568366824803547	19,46428224641589	19,40081052759953	19,45045892507905	19,48682851712858	739640	722763,375	733256,5625	705234,4375	847411,125	718923,5625	729773,8125	777437,3125	723323,875	692190,9375	716426,375	734716,6875
Q92947	GCDH	Homo sapiens	Glutaryl-CoA dehydrogenase, mitochondrial	GCDH_HUMAN	11	12	13	False	18,685827667674868	18,75609744676481	18,582772302499848	18,381849593312843	18,493020210510092	18,574171378428705	18,62339984076173	18,413993789085065	18,42691414300504	18,43428792828068	18,52000845963314	18,30417735966659	421691,28125	442739,15625	392619,5	341576,59375	368938,34375	390285,78125	403833,15625	349272,5625	352414,59375	354220,4375	375904,96875	323672,96875
Q92954;Q92954-3;Q92954-6	PRG4	Homo sapiens	Proteoglycan 4;Isoform C of Proteoglycan 4;Isoform F of Proteoglycan 4	PRG4_HUMAN	10	12	12	False	13,170409987427282	13,412379640382323	13,542252806131845	13,105011058116624	13,403293850461274	13,26505971311775	13,856155638670415	13,458340898965863	13,515311236732737	13,39499223651456	13,732965654019884	13,931797759293	9219,0986328125	10902,5625	11929,556640625	8810,517578125	10834,1162109375	9844,2099609375	14829,2255859375	11255,4873046875	11708,845703125	10771,953125	13615,53125	15627,482421875
Q92963;Q92963-2;Q92963-3	RIT1	Homo sapiens	GTP-binding protein Rit1;Isoform 2 of GTP-binding protein Rit1;Isoform 3 of GTP-binding protein Rit1	RIT1_HUMAN	1	1	1	False	11,398364939995359	NaN	9,517545288749968	12,201449274589718	NaN	10,548694228767218	NaN	9,701577847159642	NaN	10,854987718683246	NaN	11,89343948654067	2699,291259765625	NaN	732,9369506835938	4709,79736328125	NaN	1497,867431640625	NaN	832,6566162109375	NaN	1852,1531982421875	NaN	3804,36376953125
Q92973;Q92973-2	TNPO1	Homo sapiens	Transportin-1;Isoform 2 of Transportin-1	TNPO1_HUMAN	34	37	40	False	18,194272920915974	18,14129984143487	18,084948977246146	18,383273179813386	18,17406955716513	18,483130604806348	18,02864887575537	18,18799097322185	18,339947566829718	18,591791794034354	18,37146546054661	18,490234297989833	299931,375	289118,1875	278043,09375	341913,8125	295760,4375	366417,9375	267401,65625	298628,21875	331798,4375	395081,78125	339126,84375	368226,59375
Q92974;Q92974-2;Q92974-3	ARHGEF2	Homo sapiens	Rho guanine nucleotide exchange factor 2;Isoform 2 of Rho guanine nucleotide exchange factor 2;Isoform 3 of Rho guanine nucleotide exchange factor 2	ARHG2_HUMAN	33	33	37	False	16,41364677940999	16,225516810472573	16,2289589848277	16,58442317698782	16,37958354999026	16,52739897136643	16,495709399302058	16,35083049073783	16,26660598781763	16,82960506542752	16,44760086714596	16,553412156974982	87297,140625	76624,4296875	76807,46875	98267,2578125	85260,125	94458,890625	92406,671875	83577,703125	78838,1328125	116470,5	89376,0625	96177,5234375
Q92979	EMG1	Homo sapiens	Ribosomal RNA small subunit methyltransferase NEP1	NEP1_HUMAN	7	7	7	False	14,712942552343762	14,79604654228691	14,694467354125395	14,749540384868203	14,466263702544987	14,768865984987244	14,842884138748486	14,263272496166614	14,398437879980717	14,781572831191589	14,327125256493499	14,75453503481076	26855,734375	28448,13671875	26514,01171875	27545,716796875	22634,9375	27917,1875	29386,87109375	19664,044921875	21595,421875	28164,16015625	20553,91015625	27641,24609375
Q92982	NINJ1	Homo sapiens	Ninjurin-1	NINJ1_HUMAN	3	3	3	False	11,484892697607062	12,43874097257154	13,163401227109427	12,871439513503354	12,29423272138088	12,601793680290035	12,345092112835843	12,390907196711495	12,334853200277534	12,40122679534599	11,726757513049963	12,49995096560628	2866,138671875	5551,80419921875	9174,419921875	7493,58056640625	5022,64892578125	6216,0986328125	5202,87060546875	5370,74755859375	5166,076171875	5409,30224609375	3389,266845703125	5792,421875
Q92989;Q92989-2	CLP1	Homo sapiens	Polyribonucleotide 5'-hydroxyl-kinase Clp1;Isoform 2 of Polyribonucleotide 5'-hydroxyl-kinase Clp1	CLP1_HUMAN	5	5	5	False	13,525574931510134	13,427611190319062	13,337780310847993	13,098498153463122	13,01196904850341	13,582725566220152	13,598249162122027	13,08703221336325	13,262612614057794	13,044136601867194	13,00403336921521	13,187972554634428	11792,4423828125	11018,2783203125	10353,13671875	8770,8330078125	8260,24609375	12268,9619140625	12401,6904296875	8701,40234375	9827,5263671875	8446,4921875	8214,9345703125	9332,0126953125
Q92990	GLMN	Homo sapiens	Glomulin	GLMN_HUMAN	7	7	7	False	14,057480152439778	13,98779467427476	13,92956715554207	13,856184520542948	13,983819768418863	14,088405564631618	13,128392127317163	13,900958360291812	13,976123299789995	13,75543336099476	13,99537718908496	13,87122318966316	17049,953125	16245,974609375	15603,3388671875	14829,5224609375	16201,275390625	17419,37890625	8954,46875	15296,970703125	16115,0751953125	13829,2314453125	16331,5849609375	14984,9140625
Q92995;Q92995-2	USP13	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 13;Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 13	UBP13_HUMAN	5	5	5	False	13,346011149842838	13,190360329052833	13,375539959070114	13,097428907882144	13,235561286789821	12,915696967418679	13,084354905660396	12,75558769653273	12,969318535041399	12,703449078331222	13,219232787446813	12,199109011575077	10412,3720703125	9347,470703125	10627,6865234375	8764,3349609375	9644,9716796875	7727,02294921875	8685,26953125	6915,35546875	8019,6220703125	6669,8984375	9536,4248046875	4702,16357421875
Q92997;Q92997-2	DVL3	Homo sapiens	Segment polarity protein dishevelled homolog DVL-3;Isoform 2 of Segment polarity protein dishevelled homolog DVL-3	DVL3_HUMAN	6	6	6	False	13,986964159746101	13,96824886631773	13,864549090155782	14,08217389802708	14,180092172313795	13,948335235493955	13,969760915616147	13,996551671628282	13,920581925928534	13,948841831198889	14,244053975598058	13,96301961248605	16236,625	16027,3564453125	14915,751953125	17344,298828125	18562,35546875	15807,6494140625	16044,1630859375	16344,8857421875	15506,4619140625	15813,201171875	19403,83203125	15969,3681640625
Q93008;Q93008-3	USP9X	Homo sapiens	Probable ubiquitin carboxyl-terminal hydrolase FAF-X;Isoform 2 of Probable ubiquitin carboxyl-terminal hydrolase FAF-X	USP9X_HUMAN	71	71	73	False	17,48494172997955	17,390978809685656	17,399401802731834	17,398997920534857	17,43615260789686	17,39798008463465	17,48955963991196	17,491422295733937	17,474143977091988	17,59419200254468	17,661459107306566	17,46818997837483	183439,109375	171872,453125	172878,84375	172830,453125	177339,28125	172708,5625	184027,21875	184264,96875	182071,296875	197869,8125	207314,15625	181321,4375
