Comparison (group1/group2)	Group	ProteinGroups	AVG Log2 Ratio	Absolute AVG Log2 Ratio	Pvalue	Qvalue	# of Ratios	UniProtIds	Genes	ProteinDescriptions	ProteinNames	# Unique Total Peptides	% Change	Ratio	Condition Numerator	Condition Denominator	GO Cellular Component	GO Molecular Function	GO Biological Process
TLR10_Light / WT_Light	Q9H492	Q9H492	-1,1972041688271204	1,1972041688271204	3,98530109334997E-07	0,0005065628209002894	12	Q9H492	MAP1LC3A	Microtubule-associated proteins 1A/1B light chain 3A	MLP3A_HUMAN	2	-56,38803707163108	0,4361196292836892	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P62979	P62979	-2,083541017478928	2,083541017478928	2,1544645341707218E-06	0,0008553152667383848	12	P62979	RPS27A	Ubiquitin-40S ribosomal protein S27a	RS27A_HUMAN	3	-76,40653884017986	0,23593461159820142	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O15498	O15498	-2,8082734327241465	2,8082734327241465	4,026023077401511E-06	0,0011250904490847495	12	O15498	YKT6	Synaptobrevin homolog YKT6	YKT6_HUMAN	2	-85,72337800645563	0,1427662199354437	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P19320	P19320	1,4063929539046538	1,4063929539046538	3,7659542177133392E-06	0,0011250904490847495	12	P19320	VCAM1	Vascular cell adhesion protein 1	VCAM1_HUMAN	18	165,07359296830197	2,6507359296830195	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P35637;P35637-2	P35637;P35637-2	-0,9063862647333415	0,9063862647333415	9,218864806963361E-06	0,0015181494866038593	12	P35637;P35637-2	FUS	RNA-binding protein FUS;Isoform Short of RNA-binding protein FUS	FUS_HUMAN	4	-46,64801937958174	0,5335198062041826	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P30043	P30043	-0,609425781750194	0,609425781750194	1,0707631259040789E-05	0,0016457629245145691	12	P30043	BLVRB	Flavin reductase (NADPH)	BLVRB_HUMAN	5	-34,45424662421743	0,6554575337578257	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P12110-2	P12110-2	0,7182946929623534	0,7182946929623534	1,8654231788014453E-05	0,0023493675822438163	12	P12110-2	COL6A2	Isoform 2C2A of Collagen alpha-2(VI) chain	CO6A2_HUMAN	3	64,52361682504373	1,6452361682504373	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P62263	P62263	-0,6060839199088832	0,6060839199088832	1,9074625308443463E-05	0,0023493675822438163	12	P62263	RPS14	40S ribosomal protein S14	RS14_HUMAN	7	-34,302240316693975	0,6569775968330602	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P43121	P43121	1,0435135331419276	1,0435135331419276	2,4047087940956372E-05	0,0027285731093739845	12	P43121	MCAM	Cell surface glycoprotein MUC18	MUC18_HUMAN	5	106,12414839257079	2,061241483925708	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P63241	P63241	-0,8693698603841663	0,8693698603841663	2,647933998191237E-05	0,0028218423740376327	12	P63241	EIF5A	Eukaryotic translation initiation factor 5A-1	IF5A1_HUMAN	6	-45,26141146439054	0,5473858853560946	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P11279	P11279	0,7314269322139937	0,7314269322139937	3,0007213679955758E-05	0,003007358143836934	12	P11279	LAMP1	Lysosome-associated membrane glycoprotein 1	LAMP1_HUMAN	6	66,02804200616359	1,660280420061636	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q92841	Q92841	-0,7229136928583698	0,7229136928583698	3,380424228233478E-05	0,0031032533400203897	12	Q92841	DDX17	Probable ATP-dependent RNA helicase DDX17	DDX17_HUMAN	19	-39,41274254196227	0,6058725745803774	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9BZK7	Q9BZK7	-0,7442112978853377	0,7442112978853377	3,336440300751111E-05	0,0031032533400203897	12	Q9BZK7	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	TBL1R_HUMAN	3	-40,300584894783306	0,5969941510521669	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q99729-3	Q99729-3	-0,888512352323228	0,888512352323228	3,766619529512154E-05	0,0033340926540050327	12	Q99729-3	HNRNPAB	Isoform 3 of Heterogeneous nuclear ribonucleoprotein A/B	ROAA_HUMAN	11	-45,98291669236563	0,5401708330763437	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q96FV2	Q96FV2	-4,707960268419985	4,707960268419985	4,732388014262795E-05	0,003896614488172455	10	Q96FV2	SCRN2	Secernin-2	SCRN2_HUMAN	3	-96,17384340348788	0,038261565965121175	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9NWV4	Q9NWV4	-0,6257443111658436	0,6257443111658436	4,856644677337708E-05	0,003954729757343541	12	Q9NWV4	CZIB	CXXC motif containing zinc binding protein	CZIB_HUMAN	7	-35,19146673011174	0,6480853326988826	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q13740;Q13740-2	Q13740;Q13740-2	0,6191062384894274	0,6191062384894274	4,990354939611125E-05	0,00400183071766033	12	Q13740;Q13740-2	ALCAM	CD166 antigen;Isoform 2 of CD166 antigen	CD166_HUMAN	19	53,592336925963814	1,5359233692596381	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q8IVM0;Q8IVM0-2	Q8IVM0;Q8IVM0-2	-0,6792775006262209	0,6792775006262209	5,841911396026924E-05	0,004309928551532823	12	Q8IVM0;Q8IVM0-2	CCDC50	Coiled-coil domain-containing protein 50;Isoform 2 of Coiled-coil domain-containing protein 50	CCD50_HUMAN	4	-37,552206629289095	0,624477933707109	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P12956	P12956	-1,0348256135375251	1,0348256135375251	6,29359033336556E-05	0,004363871432653924	12	P12956	XRCC6	X-ray repair cross-complementing protein 6	XRCC6_HUMAN	14	-51,192512689044435	0,48807487310955566	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P80217;P80217-2	P80217;P80217-2	-1,7027592729054848	1,7027592729054848	6,26403206275088E-05	0,004363871432653924	12	P80217;P80217-2	IFI35	Interferon-induced 35 kDa protein;Isoform 2 of Interferon-induced 35 kDa protein	IN35_HUMAN	5	-69,28020003195657	0,30719799968043426	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P61353	P61353	-0,8943629046112488	0,8943629046112488	6,733232280072953E-05	0,004512643137043756	12	P61353	RPL27	60S ribosomal protein L27	RL27_HUMAN	3	-46,201528269961756	0,5379847173003824	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P52597	P52597	-0,9047264429086403	0,9047264429086403	7,322784608673687E-05	0,00459392650756386	12	P52597	HNRNPF	Heterogeneous nuclear ribonucleoprotein F	HNRPF_HUMAN	7	-46,586602558958134	0,5341339744104187	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P62306	P62306	-1,1987468727966395	1,1987468727966395	7,717413097185886E-05	0,004713243945844254	12	P62306	SNRPF	Small nuclear ribonucleoprotein F	RUXF_HUMAN	2	-56,43464733027841	0,43565352669721585	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P39019	P39019	-0,6218880346702969	0,6218880346702969	8,226227905806568E-05	0,004911650977287208	12	P39019	RPS19	40S ribosomal protein S19	RS19_HUMAN	12	-35,01800392075572	0,6498199607924429	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q12905	Q12905	-1,6027755323854347	1,6027755323854347	8,521623903339333E-05	0,004911650977287208	12	Q12905	ILF2	Interleukin enhancer-binding factor 2	ILF2_HUMAN	4	-67,07570468572946	0,32924295314270535	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9NZM1;Q9NZM1-3;Q9NZM1-6	Q9NZM1;Q9NZM1-3;Q9NZM1-6	0,894854529507638	0,894854529507638	9,218673406367123E-05	0,005110633870358358	12	Q9NZM1;Q9NZM1-3;Q9NZM1-6	MYOF	Myoferlin;Isoform 3 of Myoferlin;Isoform 6 of Myoferlin	MYOF_HUMAN	38	85,94223856370962	1,8594223856370962	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O00469-2	O00469-2	1,2112505319138778	1,2112505319138778	9,449425845167611E-05	0,005162366889110313	12	O00469-2	PLOD2	Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2_HUMAN	13	131,53824779488178	2,315382477948818	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9UHX1;Q9UHX1-2	Q9UHX1;Q9UHX1-2	-1,154219042681232	1,154219042681232	9,460420779219724E-05	0,005162366889110313	12	Q9UHX1;Q9UHX1-2	PUF60	Poly(U)-binding-splicing factor PUF60;Isoform 2 of Poly(U)-binding-splicing factor PUF60	PUF60_HUMAN	9	-55,069065997901	0,44930934002098993	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P60903	P60903	0,7298633505065698	0,7298633505065698	9,81603585238003E-05	0,005224856073022387	12	P60903	S100A10	Protein S100-A10	S10AA_HUMAN	5	65,84819957413085	1,6584819957413084	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P62861	P62861	-0,8697163657713803	0,8697163657713803	0,00010150251491468417	0,005224856073022387	12	P62861	FAU	40S ribosomal protein S30	RS30_HUMAN	2	-45,27455695785607	0,5472544304214393	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P29279	P29279	0,7600627146645578	0,7600627146645578	0,00010711014774501424	0,005305042503304874	12	P29279	CCN2	CCN family member 2	CCN2_HUMAN	22	69,35642431973672	1,6935642431973672	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P62841	P62841	-2,9094216221221734	2,9094216221221734	0,00010705265378990801	0,005305042503304874	12	P62841	RPS15	40S ribosomal protein S15	RS15_HUMAN	3	-86,69003781170046	0,13309962188299534	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q09028;Q09028-3	Q09028;Q09028-3	-1,1812315888170972	1,1812315888170972	0,00011067451056576506	0,005305042503304874	12	Q09028;Q09028-3	RBBP4	Histone-binding protein RBBP4;Isoform 3 of Histone-binding protein RBBP4	RBBP4_HUMAN	9	-55,902511063722656	0,44097488936277335	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9NQS3;Q9NQS3-2;Q9NQS3-3	Q9NQS3;Q9NQS3-2;Q9NQS3-3	1,8700126364153387	1,8700126364153387	0,00011070172111331789	0,005305042503304874	12	Q9NQS3;Q9NQS3-2;Q9NQS3-3	NECTIN3	Nectin-3;Isoform 2 of Nectin-3;Isoform 3 of Nectin-3	NECT3_HUMAN	2	265,53578176751273	3,655357817675127	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9UHY1	Q9UHY1	-1,1330221708438384	1,1330221708438384	0,00010428167651649748	0,005305042503304874	12	Q9UHY1	NRBP1	Nuclear receptor-binding protein	NRBP_HUMAN	1	-54,404042432473055	0,45595957567526946	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q12906;Q12906-2;Q12906-3;Q12906-4;Q12906-5;Q12906-6;Q12906-7	Q12906;Q12906-2;Q12906-3;Q12906-4;Q12906-5;Q12906-6;Q12906-7	-1,2728376083637072	1,2728376083637072	0,0001126950138087497	0,005353744802426282	12	Q12906;Q12906-2;Q12906-3;Q12906-4;Q12906-5;Q12906-6;Q12906-7	ILF3	Interleukin enhancer-binding factor 3;Isoform 2 of Interleukin enhancer-binding factor 3;Isoform 3 of Interleukin enhancer-binding factor 3;Isoform 4 of Interleukin enhancer-binding factor 3;Isoform 5 of Interleukin enhancer-binding factor 3;Isoform 6 of Interleukin enhancer-binding factor 3;Isoform 7 of Interleukin enhancer-binding factor 3	ILF3_HUMAN	17	-58,61550116506255	0,41384498834937455	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P62847;P62847-2;P62847-3;P62847-4	P62847;P62847-2;P62847-3;P62847-4	-0,7318162914428658	0,7318162914428658	0,0001343568670096998	0,005785729106976233	12	P62847;P62847-2;P62847-3;P62847-4	RPS24	40S ribosomal protein S24;Isoform 2 of 40S ribosomal protein S24;Isoform 3 of 40S ribosomal protein S24;Isoform 4 of 40S ribosomal protein S24	RS24_HUMAN	3	-39,78546388408427	0,6021453611591573	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q8IWA5;Q8IWA5-2	Q8IWA5;Q8IWA5-2	1,1909894962767806	1,1909894962767806	0,00013488741682930928	0,005785729106976233	12	Q8IWA5;Q8IWA5-2	SLC44A2	Choline transporter-like protein 2;Isoform 2 of Choline transporter-like protein 2	CTL2_HUMAN	6	128,3092791847988	2,283092791847988	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P62316	P62316	-1,0881906936633499	1,0881906936633499	0,00019083483418521222	0,006757751064126143	12	P62316	SNRPD2	Small nuclear ribonucleoprotein Sm D2	SMD2_HUMAN	7	-52,964912075517766	0,4703508792448224	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9HB71	Q9HB71	-1,2071343512870532	1,2071343512870532	0,0002064959539241974	0,006975478707285525	12	Q9HB71	CACYBP	Calcyclin-binding protein	CYBP_HUMAN	7	-56,6871908825095	0,433128091174905	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P14555	P14555	-1,1449713526363734	1,1449713526363734	0,00021421434300800875	0,00710605996841675	12	P14555	PLA2G2A	Phospholipase A2, membrane associated	PA2GA_HUMAN	4	-54,78013320723114	0,45219866792768854	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9UBU2	Q9UBU2	-1,6464594501500152	1,6464594501500152	0,00021631040435247194	0,007124458997224313	11	Q9UBU2	DKK2	Dickkopf-related protein 2	DKK2_HUMAN	4	-68,05769009797248	0,3194230990202752	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P48509	P48509	1,135250603121028	1,135250603121028	0,00022091955146726032	0,007188550995364925	12	P48509	CD151	CD151 antigen	CD151_HUMAN	3	119,65671487971217	2,1965671487971217	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O60506	O60506	-0,8141544489655933	0,8141544489655933	0,0002238995468714334	0,007219586088280975	12	O60506	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	HNRPQ_HUMAN	22	-43,12582764602252	0,5687417235397748	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O95433	O95433	-0,7615689405695181	0,7615689405695181	0,000227730773842304	0,007266896873265493	12	O95433	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	AHSA1_HUMAN	11	-41,01454889653762	0,5898545110346238	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q8ND94	Q8ND94	0,5930919609668875	0,5930919609668875	0,00024983957854858194	0,007599529647119225	12	Q8ND94	LRRN4CL	LRRN4 C-terminal-like protein	LRN4L_HUMAN	2	50,84762276452881	1,508476227645288	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9NQX3;Q9NQX3-2	Q9NQX3;Q9NQX3-2	-0,7359681222811613	0,7359681222811613	0,00025029452955221184	0,007599529647119225	10	Q9NQX3;Q9NQX3-2	GPHN	Gephyrin;Isoform 2 of Gephyrin	GEPH_HUMAN	4	-39,95850196640186	0,6004149803359814	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P27695	P27695	-0,7691801201349674	0,7691801201349674	0,00027057240554341077	0,007776398114838485	12	P27695	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	APEX1_HUMAN	7	-41,324917113483586	0,5867508288651642	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P42330	P42330	-0,7324071921927399	0,7324071921927399	0,0002927604590228987	0,007992994309317398	12	P42330	AKR1C3	Aldo-keto reductase family 1 member C3	AK1C3_HUMAN	5	-39,81012157535966	0,6018987842464034	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9UBE0;Q9UBE0-2;Q9UBE0-3	Q9UBE0;Q9UBE0-2;Q9UBE0-3	-1,804826527060326	1,804826527060326	0,000319260561916624	0,00831700819772629	12	Q9UBE0;Q9UBE0-2;Q9UBE0-3	SAE1	SUMO-activating enzyme subunit 1;Isoform 2 of SUMO-activating enzyme subunit 1;Isoform 3 of SUMO-activating enzyme subunit 1	SAE1_HUMAN	4	-71,37845467209286	0,28621545327907144	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P13010	P13010	-0,9379175889864908	0,9379175889864908	0,00032102546577578877	0,00833228749238976	12	P13010	XRCC5	X-ray repair cross-complementing protein 5	XRCC5_HUMAN	11	-47,801421976704084	0,5219857802329592	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P08865	P08865	-0,6222043319901627	0,6222043319901627	0,0003243853319951062	0,00836189572267725	12	P08865	RPSA	40S ribosomal protein SA	RSSA_HUMAN	7	-35,0322490506594	0,649677509493406	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q96I24	Q96I24	-0,853618132044004	0,853618132044004	0,00033157751713284723	0,008446983046958886	12	Q96I24	FUBP3	Far upstream element-binding protein 3	FUBP3_HUMAN	7	-44,66048642936963	0,5533951357063037	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q8WVY7	Q8WVY7	-1,1495855667019703	1,1495855667019703	0,00033716181336857404	0,008518647240780794	12	Q8WVY7	UBLCP1	Ubiquitin-like domain-containing CTD phosphatase 1	UBCP1_HUMAN	3	-54,92453020215478	0,4507546979784522	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P16401	P16401	-0,7595112069728939	0,7595112069728939	0,00034041249139247934	0,008530663031580012	12	P16401	H1-5	Histone H1.5	H15_HUMAN	5	-40,930357198045066	0,5906964280195494	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O60504;O60504-2	O60504;O60504-2	-0,7487932002340868	0,7487932002340868	0,00034475548815819375	0,008546599762889417	12	O60504;O60504-2	SORBS3	Vinexin;Isoform Beta of Vinexin	VINEX_HUMAN	10	-40,48988545702852	0,5951011454297148	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P35443	P35443	-0,8272175626939143	0,8272175626939143	0,00034893599045256754	0,008603977818057695	11	P35443	THBS4	Thrombospondin-4	TSP4_HUMAN	2	-43,63847951819787	0,5636152048180213	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O94919	O94919	0,6761516318108317	0,6761516318108317	0,000378997026988393	0,008848381222498635	12	O94919	ENDOD1	Endonuclease domain-containing 1 protein	ENDD1_HUMAN	9	59,7871765448297	1,597871765448297	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P20700	P20700	-1,0486492907743585	1,0486492907743585	0,00037512283636620896	0,008848381222498635	12	P20700	LMNB1	Lamin-B1	LMNB1_HUMAN	13	-51,65794495445388	0,48342055045546123	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P29466;P29466-2;P29466-3	P29466;P29466-2;P29466-3	-1,2461026455932438	1,2461026455932438	0,00037618835016354276	0,008848381222498635	12	P29466;P29466-2;P29466-3	CASP1	Caspase-1;Isoform Beta of Caspase-1;Isoform Gamma of Caspase-1	CASP1_HUMAN	4	-57,84144411236591	0,42158555887634086	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P18754;P18754-2	P18754;P18754-2	-1,8118380865392867	1,8118380865392867	0,0003923364231632473	0,008893862599765453	12	P18754;P18754-2	RCC1	Regulator of chromosome condensation;Isoform 2 of Regulator of chromosome condensation	RCC1_HUMAN	2	-71,51721913034355	0,2848278086965646	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P46783	P46783	-0,757435438170416	0,757435438170416	0,00043983580787324066	0,009563149894520787	12	P46783	RPS10	40S ribosomal protein S10	RS10_HUMAN	9	-40,8453058389325	0,591546941610675	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q14980;Q14980-2	Q14980;Q14980-2	-0,8356866182095217	0,8356866182095217	0,0004363930169825	0,009563149894520787	12	Q14980;Q14980-2	NUMA1	Nuclear mitotic apparatus protein 1;Isoform 2 of Nuclear mitotic apparatus protein 1	NUMA1_HUMAN	15	-43,96836943787107	0,5603163056212893	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P16403	P16403	-0,6120775560137505	0,6120775560137505	0,00045301177589420925	0,009613202536143093	12	P16403	H1-2	Histone H1.2	H12_HUMAN	8	-34,574613642190656	0,6542538635780935	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P61289;P61289-2;P61289-3	P61289;P61289-2;P61289-3	-0,8466819657849818	0,8466819657849818	0,0004607990820521902	0,009639651338201	12	P61289;P61289-2;P61289-3	PSME3	Proteasome activator complex subunit 3;Isoform 2 of Proteasome activator complex subunit 3;Isoform 3 of Proteasome activator complex subunit 3	PSME3_HUMAN	6	-44,393785389900444	0,5560621461009956	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q13310;Q13310-2;Q13310-3	Q13310;Q13310-2;Q13310-3	-0,7569921302723519	0,7569921302723519	0,00047131589141655237	0,009681337128773391	12	Q13310;Q13310-2;Q13310-3	PABPC4	Polyadenylate-binding protein 4;Isoform 2 of Polyadenylate-binding protein 4;Isoform 3 of Polyadenylate-binding protein 4	PABP4_HUMAN	7	-40,82712613235336	0,5917287386764665	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P29120;P29120-2	P29120;P29120-2	-2,549373094474338	2,549373094474338	0,0004919679985479707	0,00986814703753881	12	P29120;P29120-2	PCSK1	Neuroendocrine convertase 1;Isoform 2 of Neuroendocrine convertase 1	NEC1_HUMAN	18	-82,91707522665445	0,17082924773345556	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q6ZMY3;Q6ZMY3-2;Q6ZMY3-3	Q6ZMY3;Q6ZMY3-2;Q6ZMY3-3	-1,9575209490655068	1,9575209490655068	0,0004922302794695134	0,00986814703753881	12	Q6ZMY3;Q6ZMY3-2;Q6ZMY3-3	SPOCD1	SPOC domain-containing protein 1;Isoform 2 of SPOC domain-containing protein 1;Isoform 3 of SPOC domain-containing protein 1	SPOC1_HUMAN	1	-74,2529499532379	0,257470500467621	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q6UVK1	Q6UVK1	1,1024619259165258	1,1024619259165258	0,0005036667135161792	0,010010375931134062	12	Q6UVK1	CSPG4	Chondroitin sulfate proteoglycan 4	CSPG4_HUMAN	35	114,72079614641184	2,1472079614641184	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P05186	P05186	1,3677222689874295	1,3677222689874295	0,0005094845391835662	0,010082545966418128	12	P05186	ALPL	Alkaline phosphatase, tissue-nonspecific isozyme	PPBT_HUMAN	12	158,06281403114934	2,5806281403114935	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P25940	P25940	-0,8559516659827732	0,8559516659827732	0,000516182225567465	0,010130113463864119	12	P25940	COL5A3	Collagen alpha-3(V) chain	CO5A3_HUMAN	67	-44,7499247705166	0,552500752294834	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q92859;Q92859-2;Q92859-3;Q92859-4	Q92859;Q92859-2;Q92859-3;Q92859-4	0,6838776268227353	0,6838776268227353	0,0005216102698896979	0,010172587467556407	12	Q92859;Q92859-2;Q92859-3;Q92859-4	NEO1	Neogenin;Isoform 2 of Neogenin;Isoform 3 of Neogenin;Isoform 4 of Neogenin	NEO1_HUMAN	12	60,64517242861416	1,6064517242861416	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P09012	P09012	-0,8314293869593814	0,8314293869593814	0,0005635721676526382	0,010503323498560315	12	P09012	SNRPA	U1 small nuclear ribonucleoprotein A	SNRPA_HUMAN	3	-43,80278218615441	0,5619721781384559	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O43294;O43294-2	O43294;O43294-2	-0,8301666387234987	0,8301666387234987	0,0005736403167995542	0,01053806972415436	12	O43294;O43294-2	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein;Isoform 2 of Transforming growth factor beta-1-induced transcript 1 protein	TGFI1_HUMAN	8	-43,75357289341737	0,5624642710658263	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q07666	Q07666	-0,8121774226615832	0,8121774226615832	0,0005715956919697606	0,01053806972415436	12	Q07666	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	KHDR1_HUMAN	8	-43,04783554777578	0,5695216445222422	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9P2B2	Q9P2B2	0,5979818609213805	0,5979818609213805	0,000578714563971383	0,010610150514799391	12	Q9P2B2	PTGFRN	Prostaglandin F2 receptor negative regulator	FPRP_HUMAN	11	51,35977623077763	1,5135977623077763	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q15459;Q15459-2	Q15459;Q15459-2	-0,9907294867301828	0,9907294867301828	0,0006093704563074473	0,010899524106763018	11	Q15459;Q15459-2	SF3A1	Splicing factor 3A subunit 1;Isoform 2 of Splicing factor 3A subunit 1	SF3A1_HUMAN	7	-49,67767399626405	0,5032232600373595	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9H3H3;Q9H3H3-1;Q9H3H3-3	Q9H3H3;Q9H3H3-1;Q9H3H3-3	-0,602382432068455	0,602382432068455	0,0006110446717844806	0,010899524106763018	12	Q9H3H3;Q9H3H3-1;Q9H3H3-3	C11orf68	UPF0696 protein C11orf68;Isoform 1 of UPF0696 protein C11orf68;Isoform 3 of UPF0696 protein C11orf68	CK068_HUMAN	1	-34,133464741461104	0,6586653525853889	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	O43556;O43556-3;O43556-4	O43556;O43556-3;O43556-4	1,1319430258423904	1,1319430258423904	0,0006280260908613232	0,01109512760521671	12	O43556;O43556-3;O43556-4	SGCE	Epsilon-sarcoglycan;Isoform 2 of Epsilon-sarcoglycan;Isoform 3 of Epsilon-sarcoglycan	SGCE_HUMAN	3	119,15369841546513	2,1915369841546513	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q16186	Q16186	-0,9545418502176876	0,9545418502176876	0,0006432907648771025	0,01118760212609712	12	Q16186	ADRM1	Proteasomal ubiquitin receptor ADRM1	ADRM1_HUMAN	6	-48,399457098285325	0,5160054290171467	TLR10_Light	WT_Light	NaN	NaN	NaN
