Comparison (group1/group2)	Group	ProteinGroups	AVG Log2 Ratio	Absolute AVG Log2 Ratio	Pvalue	Qvalue	# of Ratios	UniProtIds	Genes	ProteinDescriptions	ProteinNames	# Unique Total Peptides	% Change	Ratio	Condition Numerator	Condition Denominator	GO Cellular Component	GO Molecular Function	GO Biological Process
TLR10_Light / WT_Light	P16989;P16989-3	P16989;P16989-3	-1,858830402685966	1,858830402685966	0,014333640749072214	0,04576962477095522	12	P16989;P16989-3	YBX3	Y-box-binding protein 3;Isoform 3 of Y-box-binding protein 3	YBOX3_HUMAN	2	-72,4300301011439	0,27569969898856106	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P62244	P62244	-1,0273712636335728	1,0273712636335728	0,014564401380902488	0,046061747644730325	12	P62244	RPS15A	40S ribosomal protein S15a	RS15A_HUMAN	3	-50,93967363306192	0,4906032636693808	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q6EEV4-2	Q6EEV4-2	-1,8650928756182363	1,8650928756182363	0,014662729554809078	0,046215238790705236	12	Q6EEV4-2	POLR2M	Isoform 5 of DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5	GL1AD_HUMAN	2	-72,54944688199659	0,2745055311800342	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P51991	P51991	-0,7674970157224549	0,7674970157224549	0,015110007719988452	0,04698393473824252	12	P51991	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3	ROA3_HUMAN	12	-41,25642452357867	0,5874357547642133	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q3T906	Q3T906	-0,8903400753211275	0,8903400753211275	0,015313433395764065	0,04723166491497434	12	Q3T906	GNPTAB	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta	GNPTA_HUMAN	1	-46,05130658112363	0,5394869341887637	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P54756;P54756-2;P54756-3	P54756;P54756-2;P54756-3	-0,8536136891430501	0,8536136891430501	0,015574382035452767	0,04764730320067121	12	P54756;P54756-2;P54756-3	EPHA5	Ephrin type-A receptor 5;Isoform 2 of Ephrin type-A receptor 5;Isoform 3 of Ephrin type-A receptor 5	EPHA5_HUMAN	4	-44,660316006411726	0,5533968399358827	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	P52799	P52799	-1,14928761385145	1,14928761385145	0,015975706411394303	0,048234130949091784	12	P52799	EFNB2	Ephrin-B2	EFNB2_HUMAN	3	-54,915220021358536	0,45084779978641465	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9P2J5	Q9P2J5	-2,2697784461843553	2,2697784461843553	0,016384631458985624	0,04901603680409171	12	Q9P2J5	LARS1	Leucine--tRNA ligase, cytoplasmic	SYLC_HUMAN	3	-79,26382715746604	0,20736172842533965	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9Y5S2	Q9Y5S2	-0,7365687304605428	0,7365687304605428	0,016479572550642356	0,04920329518691789	12	Q9Y5S2	CDC42BPB	Serine/threonine-protein kinase MRCK beta	MRCKB_HUMAN	4	-39,983492632120964	0,6001650736787904	TLR10_Light	WT_Light	NaN	NaN	NaN
TLR10_Light / WT_Light	Q9H0C8	Q9H0C8	-0,8489767367435572	0,8489767367435572	0,01660284456632464	0,04936650534370682	12	Q9H0C8	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	ILKAP_HUMAN	3	-44,48216310840417	0,5551783689159583	TLR10_Light	WT_Light	NaN	NaN	NaN
