Comparison (group1/group2)	Group	ProteinGroups	AVG Log2 Ratio	Absolute AVG Log2 Ratio	Pvalue	Qvalue	# of Ratios	UniProtIds	Genes	ProteinDescriptions	ProteinNames	# Unique Total Peptides	% Change	Ratio	Condition Numerator	Condition Denominator	GO Cellular Component	GO Molecular Function	GO Biological Process
TLR10_WO / WT_WO	Q9Y572	Q9Y572	-1,033280554714173	1,033280554714173	2,1710987404410087E-05	0,0030842625076841516	12	Q9Y572	RIPK3	Receptor-interacting serine/threonine-protein kinase 3	RIPK3_HUMAN	10	-51,14021415628438	0,48859785843715625	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P48507;P48507-2	P48507;P48507-2	0,5989605910618411	0,5989605910618411	2,5552395087854138E-05	0,003408376618249279	12	P48507;P48507-2	GCLM	Glutamate--cysteine ligase regulatory subunit;Isoform 2 of Glutamate--cysteine ligase regulatory subunit	GSH0_HUMAN	4	51,46249415225774	1,5146249415225774	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q14195-2	Q14195-2	-0,6323132286958861	0,6323132286958861	2,9587085346265946E-05	0,003670487662157569	12	Q14195-2	DPYSL3	Isoform LCRMP-4 of Dihydropyrimidinase-related protein 3	DPYL3_HUMAN	10	-35,48588388925259	0,6451411611074741	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P51178	P51178	0,648399034371746	0,648399034371746	3,717161298849869E-05	0,004065870694036905	12	P51178	PLCD1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	PLCD1_HUMAN	21	56,74278481114305	1,5674278481114305	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	O15075;O15075-2	O15075;O15075-2	-3,5024718057825797	3,5024718057825797	3,8786856054965146E-05	0,004155916248774627	11	O15075;O15075-2	DCLK1	Serine/threonine-protein kinase DCLK1;Isoform 1 of Serine/threonine-protein kinase DCLK1	DCLK1_HUMAN	6	-91,17629606786979	0,08823703932130215	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	O00534	O00534	-2,2955352355992664	2,2955352355992664	4,3521283751741835E-05	0,004410156753509839	12	O00534	VWA5A	von Willebrand factor A domain-containing protein 5A	VMA5A_HUMAN	17	-79,63075002348945	0,20369249976510545	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q14315	Q14315	0,6654021747050441	0,6654021747050441	4,402352845103376E-05	0,004443826748354543	12	Q14315	FLNC	Filamin-C	FLNC_HUMAN	101	58,6010337776137	1,586010337776137	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9NTM9	Q9NTM9	-0,9255867158049085	0,9255867158049085	4,584412911206451E-05	0,004505822975585769	12	Q9NTM9	CUTC	Copper homeostasis protein cutC homolog	CUTC_HUMAN	7	-47,35336291217794	0,5264663708782206	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P30047	P30047	-2,0775976834727072	2,0775976834727072	5,8778150120436256E-05	0,005145146788969372	12	P30047	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein	GFRP_HUMAN	4	-76,30914261542114	0,2369085738457886	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9H4G0	Q9H4G0	1,9993872035509603	1,9993872035509603	6,741739268261826E-05	0,005525267442929065	12	Q9H4G0	EPB41L1	Band 4.1-like protein 1	E41L1_HUMAN	17	299,83013282642196	3,9983013282642195	TLR10_WO	WT_WO	NaN	NaN	NaN
