Comparison (group1/group2)	Group	ProteinGroups	AVG Log2 Ratio	Absolute AVG Log2 Ratio	Pvalue	Qvalue	# of Ratios	UniProtIds	Genes	ProteinDescriptions	ProteinNames	# Unique Total Peptides	% Change	Ratio	Condition Numerator	Condition Denominator	GO Cellular Component	GO Molecular Function	GO Biological Process
TLR10_WO / WT_WO	Q9NPC4	Q9NPC4	-0,962359996788059	0,962359996788059	0,013092927312018792	0,043353344377555995	12	Q9NPC4	A4GALT	Lactosylceramide 4-alpha-galactosyltransferase	A4GAT_HUMAN	2	-48,67833064700924	0,5132166935299076	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9H6T3;Q9H6T3-2	Q9H6T3;Q9H6T3-2	-0,8784252617787733	0,8784252617787733	0,013231513388156849	0,043565725626872026	10	Q9H6T3;Q9H6T3-2	RPAP3	RNA polymerase II-associated protein 3;Isoform 2 of RNA polymerase II-associated protein 3	RPAP3_HUMAN	2	-45,60391455976634	0,5439608544023367	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q96KB5;Q96KB5-2	Q96KB5;Q96KB5-2	-1,7710788695956654	1,7710788695956654	0,013590116732664456	0,04421814548991912	12	Q96KB5;Q96KB5-2	PBK	Lymphokine-activated killer T-cell-originated protein kinase;Isoform 2 of Lymphokine-activated killer T-cell-originated protein kinase	TOPK_HUMAN	4	-70,70104467417863	0,29298955325821363	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P13010	P13010	-0,6448270439783542	0,6448270439783542	0,013645460512784948	0,044258159373796666	12	P13010	XRCC5	X-ray repair cross-complementing protein 5	XRCC5_HUMAN	19	-36,04305398255199	0,6395694601744801	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P56730	P56730	-1,2730574130285077	1,2730574130285077	0,013721690680042201	0,04438061930339368	12	P56730	PRSS12	Neurotrypsin	NETR_HUMAN	2	-58,6218059021786	0,413781940978214	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q9UMS4	Q9UMS4	-1,4867651202808259	1,4867651202808259	0,013757625567787935	0,044464078510324925	12	Q9UMS4	PRPF19	Pre-mRNA-processing factor 19	PRP19_HUMAN	5	-64,31882871345942	0,3568117128654058	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	P08697;P08697-2	P08697;P08697-2	-0,9107365280800651	0,9107365280800651	0,014185876886608407	0,04544657931045569	12	P08697;P08697-2	SERPINF2	Alpha-2-antiplasmin;Isoform 2 of Alpha-2-antiplasmin	A2AP_HUMAN	2	-46,80865318224478	0,5319134681775521	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	O15305	O15305	-1,2018505927257859	1,2018505927257859	0,014306300040298685	0,045698945325233574	12	O15305	PMM2	Phosphomannomutase 2	PMM2_HUMAN	4	-56,528270242764464	0,43471729757235533	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q99542	Q99542	-0,8163075986549801	0,8163075986549801	0,014572052085830043	0,046061747644730325	12	Q99542	MMP19	Matrix metalloproteinase-19	MMP19_HUMAN	7	-43,21064617444497	0,5678935382555503	TLR10_WO	WT_WO	NaN	NaN	NaN
TLR10_WO / WT_WO	Q6UWP8-2	Q6UWP8-2	-1,0699952428016226	1,0699952428016226	0,014644858072861068	0,04617549000128393	9	Q6UWP8-2	SBSN	Isoform 2 of Suprabasin	SBSN_HUMAN	1	-52,367943034276806	0,47632056965723185	TLR10_WO	WT_WO	NaN	NaN	NaN
